sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
1 capsule by mouth every week for 10 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,10,,week,30,41,10 week,,,,,
1 capsule by mouth every week for 12 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,12,,week,30,41,12 week,,,,,
1 capsule by mouth every week for 13 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,13,,week,30,41,13 week,,,,,
1 capsule by mouth every week for 16 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,16,,week,30,41,16 week,,,,,
1 capsule by mouth every week for 2 months,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,2,,month,30,41,2 month,,,,,
1 capsule by mouth every week for 20 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,20,,week,30,41,20 week,,,,,
1 capsule by mouth every week for 3 months,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,3,,month,30,41,3 month,,,,,
1 capsule by mouth every week for 3 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,3,,week,30,40,3 week,,,,,
1 capsule by mouth every week for 4 months,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,4,,month,30,41,4 month,,,,,
1 capsule by mouth every week for 4 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,4,,week,30,40,4 week,,,,,
1 capsule by mouth every week for 6 months,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,6,,month,30,41,6 month,,,,,
1 capsule by mouth every week for 6 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,6,,week,30,40,6 week,,,,,
1 capsule by mouth every week for 60 days,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,60,,day,30,40,60 day,,,,,
1 capsule by mouth every week for 7 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,7,,week,30,40,7 week,,,,,
1 capsule by mouth every week for 8 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,8,,week,30,40,8 week,,,,,
1 capsule by mouth every week for 90 day(s),,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,90,,day,30,40,90 day,,,,,
1 capsule by mouth every week for eight weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,8,,week,30,44,eight week,,,,,
1 capsule by mouth every week for six weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,6,,week,30,42,six week,,,,,
1 capsule by mouth every week for twelve weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,12,,week,30,45,twelve week,,,,,
1 capsule by mouth with breakfast,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,,,,,,,,,,with breakfast,,,,19,33,with breakfast, with breakfast,,,,,,,,,,,
1 capsule by mouth with dinner,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,,,,,,,,,,with dinner,,,,19,30,with dinner, with dinner,,,,,,,,,,,
1 capsule by mouth with each meal,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,,,,,,,,,,with meal,,,,19,33,with each meal, with meal,,,,,,,,,,,
1 capsule by mouth with lunch,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,,,,,,,,,,with lunch,,,,19,29,with lunch, with lunch,,,,,,,,,,,
1 every day,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,2,11,every day,daily,,,,,,,,,,,
1 gram into the vagina as directed every week,,,,,,,,,,,1,,g,0,6,1 gram,vaginal,7,22,into the vagina,1,,1,,week,,,,,,,,,35,45,every week,every week,,,,,,,,,,,
1 gram into the vagina every week,,,,,,,,,,,1,,g,0,6,1 gram,vaginal,7,22,into the vagina,1,,1,,week,,,,,,,,,23,33,every week,every week,,,,,,,,,,,
1 mg bid,,,,,,,,,,,1,,mg,0,4,1 mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
1 mg by mouth every day,,,,,,,,,,,1,,mg,0,4,1 mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,23,every day,daily,,,,,,,,,,,
1 mg po bid,,,,,,,,,,,1,,mg,0,4,1 mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
1 mg po tid,,,,,,,,,,,1,,mg,0,4,1 mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
1 mg tid,,,,,,,,,,,1,,mg,0,4,1 mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
1 milliliter (125 mg) subcutaneously every week,,,,,1,,mL,0,12,1 milliliter,125,,mg,12,20, (125 mg,subcutaneous,22,36,subcutaneously,1,,1,,week,,,,,,,,,37,47,every week,every week,,,,,,,,,,,
1 milliliter (50 mg) subcutaneously every week,,,,,1,,mL,0,12,1 milliliter,50,,mg,12,19, (50 mg,subcutaneous,21,35,subcutaneously,1,,1,,week,,,,,,,,,36,46,every week,every week,,,,,,,,,,,
1 milliliter (75 mg) subcutaneously every other week,,,,,1,,mL,0,12,1 milliliter,75,,mg,12,19, (75 mg,subcutaneous,21,35,subcutaneously,1,,2,,week,,,,,,,,,36,52,every other week,every 2 weeks,,,,,,,,,,,
1 milliliter subcutaneously every other week,,,,,1,,mL,0,12,1 milliliter,,,,,,,subcutaneous,13,27,subcutaneously,1,,2,,week,,,,,,,,,28,44,every other week,every 2 weeks,,,,,,,,,,,
1 milliliter subcutaneously every week,,,,,1,,mL,0,12,1 milliliter,,,,,,,subcutaneous,13,27,subcutaneously,1,,1,,week,,,,,,,,,28,38,every week,every week,,,,,,,,,,,
1 milliliter subq every week,,,,,1,,mL,0,12,1 milliliter,,,,,,,subcutaneous,13,17,subq,1,,1,,week,,,,,,,,,18,28,every week,every week,,,,,,,,,,,
1 or 2 tablets by mouth every 4-6 hrs. as needed for pain,,,,,1,2,tablet,0,10,1 or 2 tab,,,,,,,oral,15,23,by mouth,1,,4,6,hour,,,,,,,,,24,37,every 4-6 hrs,every 4-6 hours,,,,,,,1,pain,39,57,as needed for pain
1 or 2 tablets by mouth every 6-8 hrs prn pain,,,,,1,2,tablet,0,10,1 or 2 tab,,,,,,,oral,15,23,by mouth,1,,6,8,hour,,,,,,,,,24,37,every 6-8 hrs,every 6-8 hours,,,,,,,1,pain,38,46,prn pain
"1 patch on dry, cleaned skin every other day",,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topical,16,28,cleaned skin,1,,2,,day,,,,,,,,,29,44,every other day,every 2 days,,,,,,,,,,,
"1 patch on dry, cleaned skin every week",,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topical,16,28,cleaned skin,1,,1,,week,,,,,,,,,29,39,every week,every week,,,,,,,,,,,
"1 patch on dry, cleaned skin every week for 28 days",,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topical,16,28,cleaned skin,1,,1,,week,,,,,,,,,29,39,every week,every week,28,,day,40,50,28 day,,,,,
"1 patch on dry, cleaned skin every week for 3 weeks",,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topical,16,28,cleaned skin,1,,1,,week,,,,,,,,,29,39,every week,every week,3,,week,40,50,3 week,,,,,
1 pen subcutaneously every month,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,6,20,subcutaneously,1,,1,,month,,,,,,,,,21,32,every month,every month,,,,,,,,,,,
1 pen subcutaneously every other week,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,6,20,subcutaneously,1,,2,,week,,,,,,,,,21,37,every other week,every 2 weeks,,,,,,,,,,,
1 pen subcutaneously every other week for 90 day(s),,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,6,20,subcutaneously,1,,2,,week,,,,,,,,,21,37,every other week,every 2 weeks,90,,day,38,48,90 day,,,,,
1 pen subcutaneously every week,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,6,20,subcutaneously,1,,1,,week,,,,,,,,,21,31,every week,every week,,,,,,,,,,,
1 pen subcutaneously every week for 14 days,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,6,20,subcutaneously,1,,1,,week,,,,,,,,,21,31,every week,every week,14,,day,32,42,14 day,,,,,
1 pens subcutaneously every week,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneous,7,21,subcutaneously,1,,1,,week,,,,,,,,,22,32,every week,every week,,,,,,,,,,,
1 po bid,,,,,,,,,,,,,,,,,oral,2,4,po,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
1 po q day,,,,,,,,,,,,,,,,,oral,2,4,po,1,,1,,day,,,,,,,,,5,10,q day,daily,,,,,,,,,,,
1 po qd,,,,,,,,,,,,,,,,,oral,2,4,po,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
1 po qday,,,,,,,,,,,,,,,,,oral,2,4,po,1,,1,,day,,,,,,,,,5,9,qday,daily,,,,,,,,,,,
1 po tid,,,,,,,,,,,,,,,,,oral,2,4,po,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
1 puff bid,,,,,1,,pressurised inhalation,0,6,1 puff,,,,,,,respiratory tract,2,6,puff,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
1 qd,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,2,4,qd,daily,,,,,,,,,,,
1 syringe subcutaneously every month,,,,,1,,syringe,0,9,1 syringe,,,,,,,subcutaneous,10,24,subcutaneously,1,,1,,month,,,,,,,,,25,36,every month,every month,,,,,,,,,,,
1 syringe subcutaneously every other week,,,,,1,,syringe,0,9,1 syringe,,,,,,,subcutaneous,10,24,subcutaneously,1,,2,,week,,,,,,,,,25,41,every other week,every 2 weeks,,,,,,,,,,,
1 syringe subcutaneously every week,,,,,1,,syringe,0,9,1 syringe,,,,,,,subcutaneous,10,24,subcutaneously,1,,1,,week,,,,,,,,,25,35,every week,every week,,,,,,,,,,,
1 tab bid,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
1 tab by mouth every day,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
1 tab by mouth every other day,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,14,by mouth,1,,2,,day,,,,,,,,,15,30,every other day,every 2 days,,,,,,,,,,,
1 tab every other day,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,1,,2,,day,,,,,,,,,6,21,every other day,every 2 days,,,,,,,,,,,
1 tab orally twice daily with meals,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,12,orally,2,,1,,day,,,,,,,,,13,24,twice daily,twice daily,,,,,,,,,,,
1 tab po bid,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
1 tab po bid prn constipation,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,1,constipation,13,29,prn constipation
1 tab po q day,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,1,,1,,day,,,,,,,,,9,14,q day,daily,,,,,,,,,,,
1 tab po qd,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,1,,1,,day,,,,,,,,,9,11,qd,daily,,,,,,,,,,,
1 tab po qday,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,1,,1,,day,,,,,,,,,9,13,qday,daily,,,,,,,,,,,
1 tab po qday prn,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,1,,1,,day,,,,,,,,,9,13,qday,daily,,,,,,,1,,14,17,prn
1 tab po tid,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
1 tab q day,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,6,11,q day,daily,,,,,,,,,,,
1 tab qd,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
1 tablet bid,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
1 tablet by mouth before each meal,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,,,,,,,,,,before meal,,,,18,34,before each meal, before meal,,,,,,,,,,,
1 tablet by mouth bid,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,21,bid,twice daily,,,,,,,,,,,
1 tablet by mouth bid cc,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,21,bid,twice daily,,,,,,,,,,,
1 tablet by mouth bid with food,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,21,bid,twice daily,,,,,,,,,,,
1 tablet by mouth bid with meals,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,21,bid,twice daily,,,,,,,,,,,
1 tablet by mouth every day,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,27,every day,daily,,,,,,,,,,,
1 tablet by mouth every month,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,month,,,,,,,,,18,29,every month,every month,,,,,,,,,,,
1 tablet by mouth every other day,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,day,,,,,,,,,18,33,every other day,every 2 days,,,,,,,,,,,
1 tablet by mouth every other day for 10 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,day,,,,,,,,,18,33,every other day,every 2 days,10,,day,34,44,10 day,,,,,
1 tablet by mouth every other day for 14 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,day,,,,,,,,,18,33,every other day,every 2 days,14,,day,34,44,14 day,,,,,
1 tablet by mouth every other day for 3 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,day,,,,,,,,,18,33,every other day,every 2 days,3,,day,34,43,3 day,,,,,
1 tablet by mouth every other day for 30 day(s),,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,day,,,,,,,,,18,33,every other day,every 2 days,30,,day,34,44,30 day,,,,,
1 tablet by mouth every other day for 4 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,day,,,,,,,,,18,33,every other day,every 2 days,4,,day,34,43,4 day,,,,,
1 tablet by mouth every other day for 5 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,day,,,,,,,,,18,33,every other day,every 2 days,5,,day,34,43,5 day,,,,,
1 tablet by mouth every other day for 90 day(s),,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,day,,,,,,,,,18,33,every other day,every 2 days,90,,day,34,44,90 day,,,,,
1 tablet by mouth every other week,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,2,,week,,,,,,,,,18,34,every other week,every 2 weeks,,,,,,,,,,,
1 tablet by mouth every three days as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,3,,day,,,,,,,,,18,33,every three day,every 3 days,,,,,,,1,,35,44,as needed
1 tablet by mouth every week,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,week,,,,,,,,,18,28,every week,every week,,,,,,,,,,,
1 tablet by mouth every week for 90 day(s),,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,week,,,,,,,,,18,28,every week,every week,90,,day,29,39,90 day,,,,,
1 tablet by mouth qday,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,22,qday,daily,,,,,,,,,,,
1 tablet by mouth tid cc,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,,,,,,,,,,,
1 tablet by mouth tid prn for 3 days as needed for dysuria,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,3,,day,26,35,3 day,1,dysuria,22,58,prn for 3 days as needed for dysuria
1 tablet by mouth tid prn for 4 day(s) as needed for painful urination,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,4,,day,26,35,4 day,1,pain,22,70,prn for 4 day(s) as needed for painful urination
1 tablet by mouth tid prn for 5 day(s) as needed for bladder spasms,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,5,,day,26,35,5 day,1,bladder spasm,22,67,prn for 5 day(s) as needed for bladder spasms
1 tablet by mouth tid prn for 7 days as needed for bladder spasms,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,7,,day,26,35,7 day,1,bladder spasm,22,65,prn for 7 days as needed for bladder spasms
1 tablet by mouth tid with meals,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,21,tid,3 times per day,,,,,,,,,,,
1 tablet by mouth twice daily with meals,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,29,twice daily,twice daily,,,,,,,,,,,
1 tablet by mouth with breakfast,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,,,,,,,,,,with breakfast,,,,18,32,with breakfast, with breakfast,,,,,,,,,,,
1 tablet by mouth with dinner,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,,,,,,,,,,with dinner,,,,18,29,with dinner, with dinner,,,,,,,,,,,
1 tablet by mouth with each meal,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,,,,,,,,,,with meal,,,,18,32,with each meal, with meal,,,,,,,,,,,
1 tablet by mouth with lunch,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,,,,,,,,,,with lunch,,,,18,28,with lunch, with lunch,,,,,,,,,,,
1 tablet every day,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,9,18,every day,daily,,,,,,,,,,,
1 tablet every other day,,,,,1,,tablet,0,5,1 tab,,,,,,,,,,,1,,2,,day,,,,,,,,,9,24,every other day,every 2 days,,,,,,,,,,,
1 tablet orally twice daily with meals,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,15,orally,2,,1,,day,,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,
1 tablet po bid,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,11,po,2,,1,,day,,,,,,,,,12,15,bid,twice daily,,,,,,,,,,,
1 tablet po qd,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,11,po,1,,1,,day,,,,,,,,,12,14,qd,daily,,,,,,,,,,,
1 vaginal ring into the vagina as directed every month,,,,,,,,,,,,,,,,,vaginal,2,9,vaginal,1,,1,,month,,,,,,,,,43,54,every month,every month,,,,,,,,,,,
1.5 milligrams subcutaneously every week,,,,,,,,,,,1.5,,mg,0,13,1.5 milligram,subcutaneous,15,29,subcutaneously,1,,1,,week,,,,,,,,,30,40,every week,every week,,,,,,,,,,,
10 (ten) tablets by mouth every week,,,,,10,,tablet,2,12, (ten) tab,,,,,,,oral,17,25,by mouth,1,,1,,week,,,,,,,,,26,36,every week,every week,,,,,,,,,,,
10 mg bid,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
10 mg by mouth every day,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
10 mg one tablet by mouth every day,,,,,1,,tablet,5,13, one tab,10,,mg,0,5,10 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,,,,,
"10 mg orally three times daily, before meals",,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,12,orally,3,,1,,day,,,,,,,,,13,30,three times daily,3 times per day,,,,,,,,,,,
10 mg po bid,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
10 mg po q day,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,14,q day,daily,,,,,,,,,,,
10 mg po qd,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,11,qd,daily,,,,,,,,,,,
10 mg po qday,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,13,qday,daily,,,,,,,,,,,
10 mg po tid,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
10 mg qd,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
10 mg qday,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,1,,1,,day,,,,,,,,,6,10,qday,daily,,,,,,,,,,,
10 mg tid,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
10 tablets by mouth every week,,,,,10,,tablet,0,6,10 tab,,,,,,,oral,11,19,by mouth,1,,1,,week,,,,,,,,,20,30,every week,every week,,,,,,,,,,,
100 mg bid,,,,,,,,,,,100,,mg,0,6,100 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
100 mg po bid,,,,,,,,,,,100,,mg,0,6,100 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
100 mg po qd,,,,,,,,,,,100,,mg,0,6,100 mg,oral,7,9,po,1,,1,,day,,,,,,,,,10,12,qd,daily,,,,,,,,,,,
100 mg tid,,,,,,,,,,,100,,mg,0,6,100 mg,,,,,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
1000 mg bid,,,,,,,,,,,1000,,mg,0,7,1000 mg,,,,,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
1000 mg orally twice daily with meals,,,,,,,,,,,1000,,mg,0,7,1000 mg,oral,8,14,orally,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
1000 mg po bid,,,,,,,,,,,1000,,mg,0,7,1000 mg,oral,8,10,po,2,,1,,day,,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,
1000mg bid,,,,,,,,,,,1000,,mg,0,6,1000mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
1000mg po bid,,,,,,,,,,,1000,,mg,0,6,1000mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
1000mg qd,,,,,,,,,,,1000,,mg,0,6,1000mg,,,,,1,,1,,day,,,,,,,,,7,9,qd,daily,,,,,,,,,,,
100mg (oral capsule) po qd,,,,,,,,,,,100,,mg,0,5,100mg,oral,7,11,oral,1,,1,,day,,,,,,,,,24,26,qd,daily,,,,,,,,,,,
100mg (oral tablet) po qd,,,,,,,,,,,100,,mg,0,5,100mg,oral,7,11,oral,1,,1,,day,,,,,,,,,23,25,qd,daily,,,,,,,,,,,
100mg 1 po qd,,,,,,,,,,,100,,mg,0,5,100mg,oral,8,10,po,1,,1,,day,,,,,,,,,11,13,qd,daily,,,,,,,,,,,
100mg 1 tab po bid,,,,,1,,tablet,5,11, 1 tab,100,,mg,0,5,100mg,oral,12,14,po,2,,1,,day,,,,,,,,,15,18,bid,twice daily,,,,,,,,,,,
100mg bid,,,,,,,,,,,100,,mg,0,5,100mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
100mg po bid,,,,,,,,,,,100,,mg,0,5,100mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
100mg po qd,,,,,,,,,,,100,,mg,0,5,100mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,11,qd,daily,,,,,,,,,,,
100mg po tid,,,,,,,,,,,100,,mg,0,5,100mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
100mg qd,,,,,,,,,,,100,,mg,0,5,100mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
100mg qday,,,,,,,,,,,100,,mg,0,5,100mg,,,,,1,,1,,day,,,,,,,,,6,10,qday,daily,,,,,,,,,,,
100mg tid,,,,,,,,,,,100,,mg,0,5,100mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
10mg (oral tablet) po qd,,,,,,,,,,,10,,mg,0,4,10mg,oral,6,10,oral,1,,1,,day,,,,,,,,,22,24,qd,daily,,,,,,,,,,,
10mg 1 po qd,,,,,,,,,,,10,,mg,0,4,10mg,oral,7,9,po,1,,1,,day,,,,,,,,,10,12,qd,daily,,,,,,,,,,,
10mg 1 tab po bid,,,,,1,,tablet,4,10, 1 tab,10,,mg,0,4,10mg,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
