sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
1 patch on dry cleaned skin daily for 7 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,1,,day,,,,,,,,28,33,daily,daily,,,,,7,,day,34,43,7 day,,,,,
1 patch on dry cleaned skin daily for 90 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,1,,day,,,,,,,,28,33,daily,daily,,,,,90,,day,34,44,90 day,,,,,
1 patch on dry cleaned skin every 12 hours,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,12,,hour,,,,,,,,28,41,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 patch on dry cleaned skin every 3 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,3,,day,,,,,,,,28,39,every 3 day,every 3 days,,,,,,,,,,,,,,,
1 patch on dry cleaned skin every evening at bedtime,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,1,,day,,,,,,,,28,52,every evening at bedtime,daily,in the evening at bedtime,28,52,every evening at bedtime,,,,,,,,,,,
1 patch on dry cleaned skin every morning,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,1,,day,,,,,,,,28,41,every morning,daily,in the morning,28,41,every morning,,,,,,,,,,,
1 patch on dry cleaned skin every other day,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,2,,day,,,,,,,,28,43,every other day,every 2 days,,,,,,,,,,,,,,,
1 patch on dry cleaned skin every three days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,3,,day,,,,,,,,28,43,every three day,every 3 days,,,,,,,,,,,,,,,
1 patch on dry cleaned skin every three days for 10 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,3,,day,,,,,,,,28,43,every three day,every 3 days,,,,,10,,day,45,55,10 day,,,,,
1 patch on dry cleaned skin every three days for 14 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,3,,day,,,,,,,,28,43,every three day,every 3 days,,,,,14,,day,45,55,14 day,,,,,
1 patch on dry cleaned skin every three days for 7 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,3,,day,,,,,,,,28,43,every three day,every 3 days,,,,,7,,day,45,54,7 day,,,,,
1 patch on dry cleaned skin every week,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,1,,week,,,,,,,,28,38,every week,every week,,,,,,,,,,,,,,,
1 patch on dry cleaned skin every week for 28 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,1,,week,,,,,,,,28,38,every week,every week,,,,,28,,day,39,49,28 day,,,,,
1 patch on dry cleaned skin every week for 3 weeks,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,1,,1,,week,,,,,,,,28,38,every week,every week,,,,,3,,week,39,49,3 week,,,,,
1 patch on dry cleaned skin twice a day,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,2,,1,,day,,,,,,,,28,39,twice a day,twice daily,,,,,,,,,,,,,,,
1 patch on dry cleaned skin twice a day as needed for pain,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,2,,1,,day,,,,,,,,28,39,twice a day,twice daily,,,,,,,,,,,1,pain,40,58,as needed for pain
1 patch on dry cleaned skin twice a week,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,2,,1,,week,,,,,,,,28,40,twice a week,2 times per week,,,,,,,,,,,,,,,
1 patch on dry cleaned skin twice a week for 30 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,2,,1,,week,,,,,,,,28,40,twice a week,2 times per week,,,,,30,,day,41,51,30 day,,,,,
1 patch on dry cleaned skin twice a week for 90 days,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topically,15,27,cleaned skin,2,,1,,week,,,,,,,,28,40,twice a week,2 times per week,,,,,90,,day,41,51,90 day,,,,,
1 pen needle miscellaneous daily,,,,,1,,pen,0,5,1 pen,,,,,,,,,,,1,,1,,day,,,,,,,,27,32,daily,daily,,,,,,,,,,,,,,,
1 pen needle miscellaneous four times a day,,,,,1,,pen,0,5,1 pen,,,,,,,,,,,4,,1,,day,,,,,,,,27,43,four times a day,4 times per day,,,,,,,,,,,,,,,
1 pen subcutaneously every month,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneously,6,20,subcutaneously,1,,1,,month,,,,,,,,21,32,every month,every month,,,,,,,,,,,,,,,
1 pen subcutaneously every other week,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneously,6,20,subcutaneously,1,,2,,week,,,,,,,,21,37,every other week,every 2 weeks,,,,,,,,,,,,,,,
1 pen subcutaneously every other week for 90 days,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneously,6,20,subcutaneously,1,,2,,week,,,,,,,,21,37,every other week,every 2 weeks,,,,,90,,day,38,48,90 day,,,,,
1 pen subcutaneously every week,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneously,6,20,subcutaneously,1,,1,,week,,,,,,,,21,31,every week,every week,,,,,,,,,,,,,,,
1 pen subcutaneously every week for 14 days,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneously,6,20,subcutaneously,1,,1,,week,,,,,,,,21,31,every week,every week,,,,,14,,day,32,42,14 day,,,,,
1 pen subcutaneously one time only,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneously,6,20,subcutaneously,,,,,,,,,,,,1,21,34,one time only,once,,,,,,,,,,,,,,,
1 pens subcutaneously every week,,,,,1,,pen,0,5,1 pen,,,,,,,subcutaneously,7,21,subcutaneously,1,,1,,week,,,,,,,,22,32,every week,every week,,,,,,,,,,,,,,,
1 pill by mouth daily,,,,,1,,pill,0,6,1 pill,,,,,,,by mouth,7,15,by mouth,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
1 pkt orally three times daily,,,,,,,,,,,,,,,,,by mouth,6,12,orally,3,,1,,day,,,,,,,,13,30,three times daily,3 times per day,,,,,,,,,,,,,,,
1 po as needed,,,,,,,,,,,,,,,,,by mouth,2,4,po,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,14,as needed
1 po at bedtime,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,15,at bedtime,daily,at bedtime,5,15,at bedtime,,,,,,,,,,,
1 po bid,,,,,,,,,,,,,,,,,by mouth,2,4,po,2,,1,,day,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,,,,,
1 po daily,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,10,daily,daily,,,,,,,,,,,,,,,
1 po daily as needed,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,10,daily,daily,,,,,,,,,,,1,,11,20,as needed
1 po daily for 7 days,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,10,daily,daily,,,,,7,,day,11,20,7 day,,,,,
1 po daily prn,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,10,daily,daily,,,,,,,,,,,1,,11,14,prn
1 po day,,,,,,,,,,,,,,,,,by mouth,2,4,po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 po once daily,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,15,once daily,daily,,,,,,,,,,,,,,,
1 po prn,,,,,,,,,,,,,,,,,by mouth,2,4,po,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,8,prn
1 po prn pain,,,,,,,,,,,,,,,,,by mouth,2,4,po,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pain,5,13,prn pain
1 po q day,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,10,q day,daily,,,,,,,,,,,,,,,
1 po q hs,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,9,q hs,daily,q hs,5,9,q hs,,,,,,,,,,,
1 po qd,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,7,qd,daily,,,,,,,,,,,,,,,
1 po qdaily,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,6,11,daily,daily,,,,,,,,,,,,,,,
1 po qday,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,9,qday,daily,,,,,,,,,,,,,,,
1 po qhs,,,,,,,,,,,,,,,,,by mouth,2,4,po,1,,1,,day,,,,,,,,5,8,qhs,daily,at bedtime,5,8,qhs,,,,,,,,,,,
1 po tid,,,,,,,,,,,,,,,,,by mouth,2,4,po,3,,1,,day,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,,,,,
1 po twice a day,,,,,,,,,,,,,,,,,by mouth,2,4,po,2,,1,,day,,,,,,,,5,16,twice a day,twice daily,,,,,,,,,,,,,,,
1 po twice daily,,,,,,,,,,,,,,,,,by mouth,2,4,po,2,,1,,day,,,,,,,,5,16,twice daily,twice daily,,,,,,,,,,,,,,,
1 prep by mouth one time only,,,,,,,,,,,,,,,,,by mouth,7,15,by mouth,,,,,,,,,,,,1,16,29,one time only,once,,,,,,,,,,,,,,,
1 puf every 12 hours,,,,,1,,puff,0,5,1 puf,,,,,,,,,,,1,,12,,hour,,,,,,,,6,19,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 puf every 12 hours for until discontinued,,,,,1,,puff,0,5,1 puf,,,,,,,,,,,1,,12,,hour,,,,,,,,6,19,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 puf for inhalation daily,,,,,1,,puff,0,5,1 puf,,,,,,,via inhalation,10,20,inhalation,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
1 puf for inhalation every 12 hours,,,,,1,,puff,0,5,1 puf,,,,,,,via inhalation,10,20,inhalation,1,,12,,hour,,,,,,,,21,34,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 puf for inhalation every twelve hours,,,,,1,,puff,0,5,1 puf,,,,,,,via inhalation,10,20,inhalation,1,,12,,hour,,,,,,,,21,38,every twelve hour,every 12 hours,,,,,,,,,,,,,,,
1 puf for inhalation twice daily at 10:00 and 18:00,,,,,1,,puff,0,5,1 puf,,,,,,,via inhalation,10,20,inhalation,2,,1,,day,,,,,,,,21,32,twice daily,twice daily,,,,,,,,,,,,,,,
1 puf nasal every 12 hours,,,,,1,,puff,0,5,1 puf,,,,,,,in nostril(s),6,11,nasal,1,,12,,hour,,,,,,,,12,25,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 puf nasal every twelve hours,,,,,1,,puff,0,5,1 puf,,,,,,,in nostril(s),6,11,nasal,1,,12,,hour,,,,,,,,12,29,every twelve hour,every 12 hours,,,,,,,,,,,,,,,
1 puff as needed,,,,,1,,puff,0,6,1 puff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,16,as needed
1 puff bid,,,,,1,,puff,0,6,1 puff,,,,,,,,,,,2,,1,,day,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,,,,,
1 puff by mouth daily,,,,,1,,puff,0,6,1 puff,,,,,,,by mouth,7,15,by mouth,1,,1,,day,,,,,,,,16,21,daily,daily,,,,,,,,,,,,,,,
1 puff daily,,,,,1,,puff,0,6,1 puff,,,,,,,,,,,1,,1,,day,,,,,,,,7,12,daily,daily,,,,,,,,,,,,,,,
1 puff daily as needed,,,,,1,,puff,0,6,1 puff,,,,,,,,,,,1,,1,,day,,,,,,,,7,12,daily,daily,,,,,,,,,,,1,,13,22,as needed
1 puff each nostril daily,,,,,1,,puff,0,6,1 puff,,,,,,,in each nostril,7,19,each nostril,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
1 puff from the inhaler daily,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
1 puff from the inhaler daily as needed,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,1,,30,39,as needed
1 puff from the inhaler every 12 hours,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 puff from the inhaler every 4 hours,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,,hour,,,,,,,,24,36,every 4 hour,every 4 hours,,,,,,,,,,,,,,,
1 puff from the inhaler every 4 hours as needed,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,,hour,,,,,,,,24,36,every 4 hour,every 4 hours,,,,,,,,,,,1,,38,47,as needed
1 puff from the inhaler every 4 hours as needed for cough,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,,hour,,,,,,,,24,36,every 4 hour,every 4 hours,,,,,,,,,,,1,cough,38,57,as needed for cough
1 puff from the inhaler every 4 hours as needed for shortness of breath,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,,hour,,,,,,,,24,36,every 4 hour,every 4 hours,,,,,,,,,,,1,shortness of breath,38,71,as needed for shortness of breath
1 puff from the inhaler every 4 hours as needed for wheezing,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,,hour,,,,,,,,24,36,every 4 hour,every 4 hours,,,,,,,,,,,1,wheezing,38,60,as needed for wheezing
1 puff from the inhaler every 4 hours for 10 days as needed for cough,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,,hour,,,,,,,,24,36,every 4 hour,every 4 hours,,,,,10,,day,38,48,10 day,1,cough,50,69,as needed for cough
1 puff from the inhaler every 4 hours for 7 days as needed for shortness of breath,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,,hour,,,,,,,,24,36,every 4 hour,every 4 hours,,,,,7,,day,38,47,7 day,1,shortness of breath,49,82,as needed for shortness of breath
1 puff from the inhaler every 6 hours,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,6,,hour,,,,,,,,24,36,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
1 puff from the inhaler every 6 hours as needed,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,6,,hour,,,,,,,,24,36,every 6 hour,every 6 hours,,,,,,,,,,,1,,38,47,as needed
1 puff from the inhaler every 6 hours as needed for cough,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,6,,hour,,,,,,,,24,36,every 6 hour,every 6 hours,,,,,,,,,,,1,cough,38,57,as needed for cough
1 puff from the inhaler every 6 hours as needed for shortness of breath,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,6,,hour,,,,,,,,24,36,every 6 hour,every 6 hours,,,,,,,,,,,1,shortness of breath,38,71,as needed for shortness of breath
1 puff from the inhaler every 6 hours as needed for wheezing,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,6,,hour,,,,,,,,24,36,every 6 hour,every 6 hours,,,,,,,,,,,1,wheezing,38,60,as needed for wheezing
1 puff from the inhaler every evening at bedtime,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,1,,day,,,,,,,,24,48,every evening at bedtime,daily,in the evening at bedtime,24,48,every evening at bedtime,,,,,,,,,,,
1 puff from the inhaler every four or six hours as needed,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,6,hour,,,,,,,,24,46,every four or six hour,every 4-6 hours,,,,,,,,,,,1,,48,57,as needed
1 puff from the inhaler every four or six hours as needed for cough,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,6,hour,,,,,,,,24,46,every four or six hour,every 4-6 hours,,,,,,,,,,,1,cough,48,67,as needed for cough
1 puff from the inhaler every four or six hours as needed for shortness of breath,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,6,hour,,,,,,,,24,46,every four or six hour,every 4-6 hours,,,,,,,,,,,1,shortness of breath,48,81,as needed for shortness of breath
1 puff from the inhaler every four or six hours as needed for wheezing,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,6,hour,,,,,,,,24,46,every four or six hour,every 4-6 hours,,,,,,,,,,,1,wheezing,48,70,as needed for wheezing
1 puff from the inhaler every four or six hours for 10 days as needed for cough,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,6,hour,,,,,,,,24,46,every four or six hour,every 4-6 hours,,,,,10,,day,48,58,10 day,1,cough,60,79,as needed for cough
1 puff from the inhaler every four or six hours for 14 days as needed for cough,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,1,,4,6,hour,,,,,,,,24,46,every four or six hour,every 4-6 hours,,,,,14,,day,48,58,14 day,1,cough,60,79,as needed for cough
1 puff from the inhaler four times a day,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,4,,1,,day,,,,,,,,24,40,four times a day,4 times per day,,,,,,,,,,,,,,,
1 puff from the inhaler three times a day,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,3,,1,,day,,,,,,,,24,41,three times a day,3 times per day,,,,,,,,,,,,,,,
1 puff from the inhaler three times a day as needed,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,3,,1,,day,,,,,,,,24,41,three times a day,3 times per day,,,,,,,,,,,1,,42,51,as needed
1 puff from the inhaler three times a day as needed for wheezing,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,3,,1,,day,,,,,,,,24,41,three times a day,3 times per day,,,,,,,,,,,1,wheezing,42,64,as needed for wheezing
1 puff from the inhaler twice a day,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,,,,,
1 puff from the inhaler twice a day as needed,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,1,,36,45,as needed
1 puff from the inhaler twice a day as needed for shortness of breath,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,1,shortness of breath,36,69,as needed for shortness of breath
1 puff from the inhaler twice a day for 14 days,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,14,,day,36,46,14 day,,,,,
1 puff from the inhaler twice a day for 30 days,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,30,,day,36,46,30 day,,,,,
1 puff from the inhaler twice a day for 90 days,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,7,23,from the inhaler,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,90,,day,36,46,90 day,,,,,
1 puff in each nostril daily,,,,,1,,puff,0,6,1 puff,,,,,,,in each nostril,7,22,in each nostril,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
1 puff once daily,,,,,1,,puff,0,6,1 puff,,,,,,,,,,,1,,1,,day,,,,,,,,7,17,once daily,daily,,,,,,,,,,,,,,,
1 puff prn,,,,,1,,puff,0,6,1 puff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,10,prn
1 puff twice a day,,,,,1,,puff,0,6,1 puff,,,,,,,,,,,2,,1,,day,,,,,,,,7,18,twice a day,twice daily,,,,,,,,,,,,,,,
1 puff twice daily,,,,,1,,puff,0,6,1 puff,,,,,,,,,,,2,,1,,day,,,,,,,,7,18,twice daily,twice daily,,,,,,,,,,,,,,,
1 puffs from the inhaler daily,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,8,24,from the inhaler,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
1 puffs from the inhaler every 12 hours,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,8,24,from the inhaler,1,,12,,hour,,,,,,,,25,38,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 puffs from the inhaler twice a day,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,8,24,from the inhaler,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,,,,,
1 puffs from the inhaler twice a day for 30 days,,,,,1,,puff,0,6,1 puff,,,,,,,via inhalation,8,24,from the inhaler,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,30,,day,37,47,30 day,,,,,
1 qd,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,2,4,qd,daily,,,,,,,,,,,,,,,
1 spray daily,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,,,,,1,,1,,day,,,,,,,,8,13,daily,daily,,,,,,,,,,,,,,,
1 spray each nare daily,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,17,each nare,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 spray each nare twice a day,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,17,each nare,2,,1,,day,,,,,,,,18,29,twice a day,twice daily,,,,,,,,,,,,,,,
1 spray each nostril,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 spray each nostril as needed,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,21,30,as needed
1 spray each nostril daily,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
1 spray each nostril daily as needed,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,1,,27,36,as needed
1 spray each nostril daily for 14days,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,14,,day,27,36,14 day,,,,,
1 spray each nostril once a day,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,1,,1,,day,,,,,,,,21,31,once a day,daily,,,,,,,,,,,,,,,
1 spray each nostril once daily,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,1,,1,,day,,,,,,,,21,31,once daily,daily,,,,,,,,,,,,,,,
1 spray each nostril twice a day,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,2,,1,,day,,,,,,,,21,32,twice a day,twice daily,,,,,,,,,,,,,,,
1 spray each nostril twice daily,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,20,each nostril,2,,1,,day,,,,,,,,21,32,twice daily,twice daily,,,,,,,,,,,,,,,
1 spray from the inhaler twice a day,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,via inhalation,8,24,from the inhaler,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,,,,,
1 spray in each nostril 1 time a day,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,36,1 time a day,daily,,,,,,,,,,,,,,,
1 spray in each nostril as needed,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,24,33,as needed
1 spray in each nostril daily,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
1 spray in each nostril daily as needed,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,1,,30,39,as needed
1 spray in each nostril daily as needed for allergy,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,1,allergy,30,51,as needed for allergy
1 spray in each nostril daily as needed for headache,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,1,headache,30,52,as needed for headache
1 spray in each nostril daily for 14 days,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,14,,day,30,40,14 day,,,,,
1 spray in each nostril daily for 30 days,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,30,,day,30,40,30 day,,,,,
1 spray in each nostril every evening at bedtime,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,48,every evening at bedtime,daily,in the evening at bedtime,24,48,every evening at bedtime,,,,,,,,,,,
1 spray in each nostril every morning,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,37,every morning,daily,in the morning,24,37,every morning,,,,,,,,,,,
1 spray in each nostril once daily,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,1,,1,,day,,,,,,,,24,34,once daily,daily,,,,,,,,,,,,,,,
1 spray in each nostril twice a day,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,,,,,
1 spray in each nostril twice a day as needed,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,1,,36,45,as needed
1 spray in each nostril twice a day as needed for allergy,spray,2,7,spray,1,,spray,0,7,1 spray,,,,,,,in each nostril,8,23,in each nostril,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,1,allergy,36,57,as needed for allergy
