original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
PLACE 1 DROP ON APPLICATOR AND APPLY ALONG SKIN OF UPPER EYELID AT BASE OF EYELASHES DAILY AT BEDTIME; RPT FOR 2ND EYE WITH CLEAN APPLICATOR,place 1 drop on applicator and apply along skin of upper eyelid at base of eyelashes daily at bedtime rpt for 2nd eye with clean applicator,place,0,5,place,1,,drops,5,12, 1 drop,,,,,,,topically,31,36,apply,1,,1,,day,,,,,,,,85,90,daily,daily,at bedtime,91,101,at bedtime,,,,,,,,,,,
PLACE 2 EACH UNDER THE TONGUE DAILY FOR 7 DAYS,place 2 each under the tongue daily for 7 days,place,0,5,place,,,,,,,,,,,,,sublingually,13,29,under the tongue,1,,1,,day,,,,,,,,30,35,daily,daily,,,,,7,,day,36,45,7 day,,,,,
"ONE SENSOR EVERY 10 DAYS, 90-DAY SUPPLY, NDC 08627-0053-03",one sensor every 10 days 90-day supply ndc 08627-0053-03,,,,,,,,,,,,,,,,,,,,,1,,10,,day,,,,,,,,11,23,every 10 day,every 10 days,,,,,,,,,,,,,,,
PLEASE USE TO CHECK BLOOD GLUCOSE 4X/DAY BEFORE EACH MEAL AND BEDTIME (PLEASE DISPENSE PER PT'S INSURANCE FORMULARY),please use to check blood glucose 4x/day before each meal and bedtime please dispense per pts insurance formulary,use,7,10,use,,,,,,,,,,,,,,,,,4,,1,,day,,,,,,,,34,40,4x/day,4 times per day,before meal,41,57,before each meal,,,,,,,,,,,
PLACE 2.5 TABLETS UNDER THE TONGUE DAILY FOR 28 DAYS,place 2.5 tablets under the tongue daily for 28 days,place,0,5,place,2.5,,tablet,5,17, 2.5 tablets,,,,,,,sublingually,18,34,under the tongue,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,28,,day,41,51,28 day,,,,,
TAKE 500 MG BY MOUTH 3 TIMES A DAY AS NEEDED,take 500 mg by mouth 3 times a day as needed,take,0,4,take,,,,,,,500,,mg,4,11, 500 mg,by mouth,12,20,by mouth,3,,1,,day,,,,,,,,21,34,3 times a day,3 times per day,,,,,,,,,,,1,,35,44,as needed
TAKE 1 CAPSULE BY MOUTH ONCE DAILY FOR 30 DAYS,take 1 capsule by mouth once daily for 30 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,34,once daily,daily,,,,,30,,day,35,45,30 day,,,,,
"PREDNISOLONE ACETATE 1 % EYE DROPS,SUSPENSION",prednisolone acetate 1 % eye dropssuspension,,,,,,,,,,,,,,,,,in eye(s),25,28,eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 6 HOURS AS NEEDED FOR HEADACHES,take 1 tablet by mouth every 6 hours as needed for headaches,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,headache,37,60,as needed for headaches
TAKE 2 CAPSULES (200 MG TOTAL) BY MOUTH AT BEDTIME,take 2 capsules 200 mg total by mouth at bedtime,take,0,4,take,2,,capsule,4,15, 2 capsules,200,,mg,15,22, 200 mg,by mouth,29,37,by mouth,1,,1,,day,,,,,,,,38,48,at bedtime,daily,at bedtime,38,48,at bedtime,,,,,,,,,,,
TAKE 1 CAPSULE (0.25 MCG TOTAL) BY MOUTH 3 TIMES A WEEK,take 1 capsule 0.25 mcg total by mouth 3 times a week,take,0,4,take,1,,capsule,4,14, 1 capsule,0.25,,mcg,14,23, 0.25 mcg,by mouth,30,38,by mouth,3,,1,,week,,,,,,,,39,53,3 times a week,3 times per week,,,,,,,,,,,,,,,
TAKE 400 MG BY MOUTH AT BEDTIME,take 400 mg by mouth at bedtime,take,0,4,take,,,,,,,400,,mg,4,11, 400 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,31,at bedtime,daily,at bedtime,21,31,at bedtime,,,,,,,,,,,
"INHALE 2 PUFFS EVERY 4 HOURS AS NEEDED FOR WHEEZING OR SHORTNESS OF BREATH (CHEST TIGHTNESS, COUGH). USE SPACER WHEN INHALING",inhale 2 puffs every 4 hours as needed for wheezing or shortness of breath chest tightness cough use spacer when inhaling,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,4,,hour,,,,,,,,15,27,every 4 hour,every 4 hours,,,,,,,,,,,1,"wheezing,shortness of breath,cough",29,121,as needed for wheezing or shortness of breath chest tightness cough use spacer when inhaling
TAKE ONE TABLET BY MOUTH TWICE A DAY WITH MEALS,take one tablet by mouth twice a day with meals,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice a day,twice daily,with meal,37,47,with meals,,,,,,,,,,,
TAKE 1 TABLET (75 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 30 DOSES,take 1 tablet 75 mg total by mouth 2 times a day for 30 doses,take,0,4,take,1,,tablet,4,13, 1 tablet,75,,mg,13,19, 75 mg,by mouth,26,34,by mouth,2,,1,,day,,,,,,,,35,48,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 500 MG BY MOUTH AT BEDTIME,take 500 mg by mouth at bedtime,take,0,4,take,,,,,,,500,,mg,4,11, 500 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,31,at bedtime,daily,at bedtime,21,31,at bedtime,,,,,,,,,,,
2.5 MG,2.5 mg,,,,,,,,,,,2.5,,mg,0,6,2.5 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CAPSULE DAILY,1 capsule daily,,,,,1,,capsule,0,9,1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,10,15,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 5 DAYS,take 1 tablet 10 mg total by mouth 2 times a day for 5 days,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,2,,1,,day,,,,,,,,35,48,2 times a day,twice daily,,,,,5,,day,49,58,5 day,,,,,
TAKE 1 CAPSULE (500 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 14 DAYS,take 1 capsule 500 mg total by mouth every 12 hours for 14 days,take,0,4,take,1,,capsule,4,14, 1 capsule,500,,mg,14,21, 500 mg,by mouth,28,36,by mouth,1,,12,,hour,,,,,,,,37,50,every 12 hour,every 12 hours,,,,,14,,day,52,62,14 day,,,,,
APPLY TWICE DAILY TO ROSACEA,apply twice daily to rosacea,apply,0,5,apply,,,,,,,,,,,,,topically,0,5,apply,2,,1,,day,,,,,,,,6,17,twice daily,twice daily,,,,,,,,,,,,,,,
LEVOFLOXACIN 500 MG TABLET,levofloxacin 500 mg tablet,,,,,,,,,,,500,,mg,12,19, 500 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (0.5 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR ANXIETY,take 1 tablet 0.5 mg total by mouth every 6 hours as needed for anxiety,take,0,4,take,1,,tablet,4,13, 1 tablet,0.5,,mg,13,20, 0.5 mg,by mouth,27,35,by mouth,1,,6,,hour,,,,,,,,36,48,every 6 hour,every 6 hours,,,,,,,,,,,1,anxiety,50,71,as needed for anxiety
"TAKE 1 TABLET (450 MG TOTAL) BY MOUTH EVERY MONDAY, WEDNESDAY, AND FRIDAY",take 1 tablet 450 mg total by mouth every monday wednesday and friday,take,0,4,take,1,,tablet,4,13, 1 tablet,450,,mg,13,20, 450 mg,by mouth,27,35,by mouth,,,,,,,,monday,,,,,36,48,every monday, on monday,,,,,,,,,,,,,,,
1 DROP INTO THE OPERATIVE EYE EVERY HOUR AS NEEDED FOR DISCOMFORT AFTER SURGERY,1 drop into the operative eye every hour as needed for discomfort after surgery,,,,,1,,drops,0,6,1 drop,,,,,,,in eye(s),26,29,eye,,,,,,,,,,,,,,,,,,,,,,,,,,,1,discomfort,41,79,as needed for discomfort after surgery
TAKE 1 TABLET (650 MG TOTAL) BY MOUTH 3 TIMES A DAY,take 1 tablet 650 mg total by mouth 3 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,650,,mg,13,20, 650 mg,by mouth,27,35,by mouth,3,,1,,day,,,,,,,,36,49,3 times a day,3 times per day,,,,,,,,,,,,,,,
TAKE BY MOUTH 3 TIMES A WEEK,take by mouth 3 times a week,take,0,4,take,,,,,,,,,,,,,by mouth,5,13,by mouth,3,,1,,week,,,,,,,,14,28,3 times a week,3 times per week,,,,,,,,,,,,,,,
TAKE ONE TABLET TWICE DAILY,take one tablet twice daily,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,,,,,2,,1,,day,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 4 MG BY MOUTH DAILY WITH BREAKFAST,take 4 mg by mouth daily with breakfast,take,0,4,take,,,,,,,4,,mg,4,9, 4 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,with breakfast,25,39,with breakfast,,,,,,,,,,,
INJECT 0.3 ML (0.3 MG TOTAL) INTRAMUSCULARLY AS NEEDED FOR ANAPHYLAXIS FOR UP TO 1 DOSE,inject 0.3 ml 0.3 mg total intramuscularly as needed for anaphylaxis for up to 1 dose,inject,0,6,inject,0.3,,mL,6,13, 0.3 ml,0.3,,mg,13,20, 0.3 mg,intramuscularly,27,42,intramuscularly,,,,,,,,,,,,,,,,,,,,,,,,,,,1,anaphylaxis,43,85,as needed for anaphylaxis for up to 1 dose
TAKE 1 TABLET (200 MG TOTAL) BY MOUTH 3 TIMES A DAY WITH MEALS,take 1 tablet 200 mg total by mouth 3 times a day with meals,take,0,4,take,1,,tablet,4,13, 1 tablet,200,,mg,13,20, 200 mg,by mouth,27,35,by mouth,3,,1,,day,,,,,,,,36,49,3 times a day,3 times per day,with meal,50,60,with meals,,,,,,,,,,,
TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH 2 TIMES A DAY AS NEEDED FOR CONSTIPATION FOR UP TO 14 DAYS,take 1 capsule 100 mg total by mouth 2 times a day as needed for constipation for up to 14 days,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,,,,,,,1,constipation,51,95,as needed for constipation for up to 14 days
TAKE 1 CAPSULE (500 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 3 DAYS,take 1 capsule 500 mg total by mouth every 12 hours for 3 days,take,0,4,take,1,,capsule,4,14, 1 capsule,500,,mg,14,21, 500 mg,by mouth,28,36,by mouth,1,,12,,hour,,,,,,,,37,50,every 12 hour,every 12 hours,,,,,3,,day,52,61,3 day,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH 2 TIMES A DAY (WITH BREAKFAST AND DINNER) FOR 15 DAYS,take 1 tablet 500 mg total by mouth 2 times a day with breakfast and dinner for 15 days,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,with breakfast,50,64,with breakfast,15,,day,76,86,15 day,,,,,
TAKE 1 TABLET (2 MG TOTAL) BY MOUTH EVERY 8 HOURS,take 1 tablet 2 mg total by mouth every 8 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,2,,mg,13,18, 2 mg,by mouth,25,33,by mouth,1,,8,,hour,,,,,,,,34,46,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
NARCAN 4 MG/ACTUATION NASAL SPRAY,narcan 4 mg/actuation nasal spray,spray,28,33,spray,,,,,,,4,,mg,6,11, 4 mg,in nostril(s),22,27,nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LISINOPRIL 10 MG TABLET,lisinopril 10 mg tablet,,,,,,,,,,,10,,mg,10,16, 10 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 400 MG BY MOUTH EVERY 6 HOURS AS NEEDED FOR MILD PAIN,take 400 mg by mouth every 6 hours as needed for mild pain,take,0,4,take,,,,,,,400,,mg,4,11, 400 mg,by mouth,12,20,by mouth,1,,6,,hour,,,,,,,,21,33,every 6 hour,every 6 hours,,,,,,,,,,,1,mild pain,35,58,as needed for mild pain
TAKE 1 TABLET BY MOUTH DAILY FOR 14 DAYS,take 1 tablet by mouth daily for 14 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,14,,day,29,39,14 day,,,,,
TAKE 2 CAPSULES (50 MG TOTAL) BY MOUTH EVERY NIGHT,take 2 capsules 50 mg total by mouth every night,take,0,4,take,2,,capsule,4,15, 2 capsules,50,,mg,15,21, 50 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,48,every night,daily,at night,37,48,every night,,,,,,,,,,,
ESCITALOPRAM 10 MG TABLET,escitalopram 10 mg tablet,,,,,,,,,,,10,,mg,12,18, 10 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 STRIP BY OTHER ROUTE 4 TIMES A DAY. E11.9,1 strip by other route 4 times a day e11.9,,,,,1,,strip,0,7,1 strip,,,,,,,,,,,4,,1,,day,,,,,,,,23,36,4 times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET (500 MCG TOTAL) BY MOUTH DAILY,take 1 tablet 500 mcg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mcg,13,21, 500 mcg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (50 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 5 DAYS,take 1 capsule 50 mg total by mouth 2 times a day for 5 days,take,0,4,take,1,,capsule,4,14, 1 capsule,50,,mg,14,20, 50 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,5,,day,50,59,5 day,,,,,
TAKE 1 TABLET (0.25 MG TOTAL) BY MOUTH DAILY,take 1 tablet 0.25 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,0.25,,mg,13,21, 0.25 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS (800 UNITS TOTAL) BY MOUTH DAILY,take 2 tablets 800 units total by mouth daily,take,0,4,take,2,,tablet,4,14, 2 tablets,800,,units,14,24, 800 units,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,,,,,
ADMINISTER 3 DROPS INTO EACH EAR 3 TIMES A DAY FOR 3 DAYS,administer 3 drops into each ear 3 times a day for 3 days,administer,0,10,administer,3,,drops,10,17, 3 drop,,,,,,,in both ears,19,32,into each ear,3,,1,,day,,,,,,,,33,46,3 times a day,3 times per day,,,,,3,,day,47,56,3 day,,,,,
TAKE 2 CAPSULES BY MOUTH TWICE DAILY,take 2 capsules by mouth twice daily,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,16,24,by mouth,2,,1,,day,,,,,,,,25,36,twice daily,twice daily,,,,,,,,,,,,,,,
"TAKE 1,000 MG BY MOUTH EVERY 6 HOURS AS NEEDED",take 1000 mg by mouth every 6 hours as needed,take,0,4,take,,,,,,,1000,,mg,4,12, 1000 mg,by mouth,13,21,by mouth,1,,6,,hour,,,,,,,,22,34,every 6 hour,every 6 hours,,,,,,,,,,,1,,36,45,as needed
TAKE 1 TABLET BY MOUTH EVERY 8 HOURS,take 1 tablet by mouth every 8 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 8 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 2 DAYS,take 1 tablet by mouth every 8 hours as needed for moderate pain for up to 2 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,1,moderate pain,37,81,as needed for moderate pain for up to 2 days
TAKE 1 TABLET BY MOUTH THREE TIMES A DAY,take 1 tablet by mouth three times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,40,three times a day,3 times per day,,,,,,,,,,,,,,,
DRINK HALF PREP EVENING BEFORE PROCEDURE.  DRINK HALF PREP FIVE HOURS BEFORE LEAVING HOME DAY OF PROCEDURE.  MAY SUBSTITUTE,drink half prep evening before procedure drink half prep five hours before leaving home day of procedure may substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DROP FOUR TIMES A DAY TO THE RIGHT EYE STARTING 2 DAYS PRIOR TO SURGERY,1 drop four times a day to the right eye starting 2 days prior to surgery,,,,,1,,drops,0,6,1 drop,,,,,,,in right eye,24,40,to the right eye,4,,1,,day,,,,,,,,7,23,four times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET (15 MG TOTAL) BY MOUTH ONCE A DAY AS NEEDED FOR MILD PAIN,take 1 tablet 15 mg total by mouth once a day as needed for mild pain,take,0,4,take,1,,tablet,4,13, 1 tablet,15,,mg,13,19, 15 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,45,once a day,daily,,,,,,,,,,,1,mild pain,46,69,as needed for mild pain
TAKE 1 TABLET (175 MCG TOTAL) BY MOUTH EVERY MORNING,take 1 tablet 175 mcg total by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,175,,mcg,13,21, 175 mcg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,50,every morning,daily,in the morning,37,50,every morning,,,,,,,,,,,
TAKE 2 CAPSULES (2 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 2 capsules 2 mg total by mouth 2 times a day,take,0,4,take,2,,capsule,4,15, 2 capsules,2,,mg,15,20, 2 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 8 MG BY MOUTH EVERY 8 HOURS AS NEEDED FOR NAUSEA OR VOMITING,take 8 mg by mouth every 8 hours as needed for nausea or vomiting,take,0,4,take,,,,,,,8,,mg,4,9, 8 mg,by mouth,10,18,by mouth,1,,8,,hour,,,,,,,,19,31,every 8 hour,every 8 hours,,,,,,,,,,,1,"nausea,vomiting",33,65,as needed for nausea or vomiting
TAKE 2 TABLETS (650 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MILD PAIN OR MODERATE PAIN,take 2 tablets 650 mg total by mouth every 6 hours as needed for mild pain or moderate pain,take,0,4,take,2,,tablet,4,14, 2 tablets,650,,mg,14,21, 650 mg,by mouth,28,36,by mouth,1,,6,,hour,,,,,,,,37,49,every 6 hour,every 6 hours,,,,,,,,,,,1,"mild pain,moderate pain",51,91,as needed for mild pain or moderate pain
CHEW 4 MG DAILY,chew 4 mg daily,chew,0,4,chew,,,,,,,4,,mg,4,9, 4 mg,,,,,1,,1,,day,,,,,,,,10,15,daily,daily,,,,,,,,,,,,,,,
1 DROP INTO THE OPERATIVE EYE AS NEEDED FOR IRRITATION/ DRYNESS AFTER SURGERY,1 drop into the operative eye as needed for irritation/ dryness after surgery,,,,,1,,drops,0,6,1 drop,,,,,,,in eye(s),26,29,eye,,,,,,,,,,,,,,,,,,,,,,,,,,,1,irritation,30,77,as needed for irritation/ dryness after surgery
TAKE 250 MG BY MOUTH EVERY 12 HOURS,take 250 mg by mouth every 12 hours,take,0,4,take,,,,,,,250,,mg,4,11, 250 mg,by mouth,12,20,by mouth,1,,12,,hour,,,,,,,,21,34,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,albuterol sulfate 2.5 mg/3 ml 0.083 % solution for nebulization,,,,,0,,mL,24,29,/3 ml,2.5,,mg,17,24, 2.5 mg,via nebulization,51,63,nebulization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 2.5 TABLETS (250 MG TOTAL) BY MOUTH DAILY,take 2.5 tablets 250 mg total by mouth daily,take,0,4,take,2.5,,tablet,4,16, 2.5 tablets,250,,mg,16,23, 250 mg,by mouth,30,38,by mouth,1,,1,,day,,,,,,,,39,44,daily,daily,,,,,,,,,,,,,,,
AAA OF SKIN TOPICALLY BID FOR UP TO 2 WEEK PRN ECZEMA FLARE,aaa of skin topically bid for up to 2 week prn eczema flare,,,,,,,,,,,,,,,,,topically,12,21,topically,2,,1,,day,,,,,,,,22,25,bid,twice daily,,,,,,,,,,,1,eczema,43,59,prn eczema flare
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY 4 HOURS AS NEEDED FOR SEVERE PAIN FOR UP TO 5 DAYS,take 1 tablet 10 mg total by mouth every 4 hours as needed for severe pain for up to 5 days,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,4,,hour,,,,,,,,35,47,every 4 hour,every 4 hours,,,,,,,,,,,1,severe pain,49,91,as needed for severe pain for up to 5 days
1 KIT (1 EACH TOTAL) EVERY 14 DAYS. 90-DAY SUPPLY,1 kit 1 each total every 14 days 90-day supply,,,,,1,,kit,0,5,1 kit,,,,,,,,,,,1,,14,,day,,,,,,,,19,31,every 14 day,every 14 days,,,,,,,,,,,,,,,
"TAKE 2 TABLETS (1,000 MG TOTAL) BY MOUTH EVERY 8 HOURS AS NEEDED FOR MILD PAIN FOR UP TO 7 DAYS",take 2 tablets 1000 mg total by mouth every 8 hours as needed for mild pain for up to 7 days,take,0,4,take,2,,tablet,4,14, 2 tablets,1000,,mg,14,22, 1000 mg,by mouth,29,37,by mouth,1,,8,,hour,,,,,,,,38,50,every 8 hour,every 8 hours,,,,,,,,,,,1,mild pain,52,92,as needed for mild pain for up to 7 days
CHEW 1 TABLET (81 MG TOTAL) 2 TIMES A DAY,chew 1 tablet 81 mg total 2 times a day,chew,0,4,chew,1,,tablet,4,13, 1 tablet,81,,mg,13,19, 81 mg,,,,,2,,1,,day,,,,,,,,26,39,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (50 MG ELEMENTAL ZINC TOTAL) BY MOUTH DAILY,take 1 tablet 50 mg elemental zinc total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,50,,mg,13,19, 50 mg,by mouth,41,49,by mouth,1,,1,,day,,,,,,,,50,55,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 20 DAYS,take 1 capsule 100 mg total by mouth 2 times a day for 20 days,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,20,,day,51,61,20 day,,,,,
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR SEVERE PAIN FOR UP TO 2 DAYS,take 1 tablet 5 mg total by mouth every 6 hours as needed for severe pain for up to 2 days,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,6,,hour,,,,,,,,34,46,every 6 hour,every 6 hours,,,,,,,,,,,1,severe pain,48,90,as needed for severe pain for up to 2 days
TAKE 8 MG BY MOUTH 2 TIMES A DAY,take 8 mg by mouth 2 times a day,take,0,4,take,,,,,,,8,,mg,4,9, 8 mg,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,32,2 times a day,twice daily,,,,,,,,,,,,,,,
PLACE 2 TABLETS UNDER THE TONGUE DAILY,place 2 tablets under the tongue daily,place,0,5,place,2,,tablet,5,15, 2 tablets,,,,,,,sublingually,16,32,under the tongue,1,,1,,day,,,,,,,,33,38,daily,daily,,,,,,,,,,,,,,,
"METFORMIN ER 500 MG TABLET,EXTENDED RELEASE 24 HR",metformin er 500 mg tabletextended release 24 hr,,,,,,,,,,,500,,mg,12,19, 500 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 0.5 TABLETS (2.5 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 3 DAYS,take 0.5 tablets 2.5 mg total by mouth every 6 hours as needed for moderate pain for up to 3 days,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,2.5,,mg,16,23, 2.5 mg,by mouth,30,38,by mouth,1,,6,,hour,,,,,,,,39,51,every 6 hour,every 6 hours,,,,,,,,,,,1,moderate pain,53,97,as needed for moderate pain for up to 3 days
INJECT 1 SYRINGE INTRAMUSCULARLY ONCE,inject 1 syringe intramuscularly once,inject,0,6,inject,1,,syringe,6,16, 1 syringe,,,,,,,intramuscularly,17,32,intramuscularly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN (PAIN) FOR UP TO 3 DAYS,take 1 tablet by mouth every 6 hours as needed for moderate pain pain for up to 3 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,"moderate pain,pain",37,86,as needed for moderate pain pain for up to 3 days
TAKE 5 ML BY MOUTH EVERY 4 HOURS AS NEEDED FOR COUGH FOR UP TO 7 DAYS,take 5 ml by mouth every 4 hours as needed for cough for up to 7 days,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,10,18,by mouth,1,,4,,hour,,,,,,,,19,31,every 4 hour,every 4 hours,,,,,,,,,,,1,cough,33,69,as needed for cough for up to 7 days
"TAKE 1 TABLET BY MOUTH DAILY. THIS IS INVESTIGATIONAL, CONTACT YOUR PROVIDER WITH QUESTIONS",take 1 tablet by mouth daily this is investigational contact your provider with questions,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
INJECT 1 ML (90 MG TOTAL) UNDER THE SKIN EVERY 28 DAYS,inject 1 ml 90 mg total under the skin every 28 days,inject,0,6,inject,1,,mL,6,11, 1 ml,90,,mg,11,17, 90 mg,subcutaneously,24,38,under the skin,1,,28,,day,,,,,,,,39,51,every 28 day,every 28 days,,,,,,,,,,,,,,,
"TAKE 2 TABLETS (1,600 MG TOTAL) BY MOUTH 3 TIMES A DAY WITH MEALS",take 2 tablets 1600 mg total by mouth 3 times a day with meals,take,0,4,take,2,,tablet,4,14, 2 tablets,1600,,mg,14,22, 1600 mg,by mouth,29,37,by mouth,3,,1,,day,,,,,,,,38,51,3 times a day,3 times per day,with meal,52,62,with meals,,,,,,,,,,,
