sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
300 mg 3 times daily,,,,,,,,,,,300,,mg,0,6,300 mg,,,,,3,,1,,day,,,,,,,,,7,20,3 times daily,3 times per day,,,,,,,,,,,
(Also Known As Diflucan) 1 tablet by mouth every other day for 3 days,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,1,,2,,day,,,,,day,,,,43,58,every other day,every 2 days day,3,,day,59,68,3 day,,,,,
"50 mcg/actuation nasal spray,suspension 2 sprays in each nostril as needed",spray,23,28,spray,2,,spray dose form,39,47, 2 spray,50,,mcg,0,6,50 mcg,nasal route,49,64,in each nostril,,,,,,,,,,,,,,,,,,,,,,,,1,,65,74,as needed
600mg one by mouth twice daily,,,,,,,,,,,600,,mg,0,5,600mg,oral,10,18,by mouth,2,,1,,day,,,,,,,,,19,30,twice daily,twice daily,,,,,,,,,,,
(Also Known As Valium) 1 tablet by mouth one time only for 1 day(s),,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,,,,,,,,,,,,,1,41,54,one time only,once,1,,day,55,64,1 day,,,,,
10mg 1 tab by mouth 3 times daily,,,,,1,,tablet,4,10, 1 tab,10,,mg,0,4,10mg,oral,11,19,by mouth,3,,1,,day,,,,,,,,,20,33,3 times daily,3 times per day,,,,,,,,,,,
apply small amount to anal fissure twice daily,apply,0,5,apply,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,35,46,twice daily,twice daily,,,,,,,,,,,
(Motrin) 1 tablet by mouth every 6 hours as needed,,,,,1,,tablet,8,14, 1 tab,,,,,,,oral,18,26,by mouth,1,,6,,hour,,,,,,,,,27,39,every 6 hour,every 6 hours,,,,,,,1,,41,50,as needed
10mg suppository as needed,,,,,,,,,,,10,,mg,0,4,10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,17,26,as needed
100mg 1 po at bedtime,,,,,,,,,,,100,,mg,0,5,100mg,oral,8,10,po,1,,,,,,,,,bedtime,,,,11,21,at bedtime, bedtime,,,,,,,,,,,
1-2 tablets by mouth three times a day as needed for muscle spasms,,,,,1,2,tablet,0,7,1-2 tab,,,,,,,oral,12,20,by mouth,3,,1,,day,,,,,,,,,21,38,three times a day,3 times per day,,,,,,,1,muscle spasms,39,66,as needed for muscle spasms
via insulin pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150mg daily as needed,,,,,,,,,,,150,,mg,0,5,150mg,,,,,1,,1,,day,,,,,,,,,6,11,daily,daily,,,,,,,1,,12,21,as needed
1 tablet by mouth BID,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,,,1,,day,,,,,,,,,18,21,BID,,,,,,,,,,,,
Take one tablet by mouth daily as needed,take,0,4,Take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,1,,31,40,as needed
(Also Known As Effexor XR) 1 capsule by mouth twice a day,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,2,,1,,day,,,,,,,,,46,57,twice a day,twice daily,,,,,,,,,,,
1 capsule by mouth every four or six hours as needed for pain,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,4,6,hour,,,,,,,,,19,41,every four or six hour,every 4-6 hours,,,,,,,1,pain,43,61,as needed for pain
use to test blood sugar 4 times per day,use,0,3,use,,,,,,,,,,,,,,,,,4,,1,,day,,,,,,,,,24,39,4 times per day,4 times per day,,,,,,,,,,,
(Also Known As Verelan PM) 1 capsule by mouth daily,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,day,,,,,,,,,46,51,daily,daily,,,,,,,,,,,
40 units twice daily,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,9,20,twice daily,twice daily,,,,,,,,,,,
125 mcg by mouth once daily,,,,,,,,,,,125,,mcg,0,7,125 mcg,oral,8,16,by mouth,1,,1,,day,,,,,,,,,17,27,once daily,daily,,,,,,,,,,,
400 international units daily,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,,,,,
(Also Known As Metrogel Vaginal) 1 applicatorful into the vagina as directed daily for 5 days,,,,,1,,applicatorfuL,32,48, 1 applicatorful,,,,,,,vaginal route,49,64,into the vagina,1,,1,,day,,,,,,,,,77,82,daily,daily,5,,day,83,92,5 day,,,,,
(Lortab) 1 tablet by mouth every 6 hours for seven days as needed for pain,,,,,1,,tablet,8,14, 1 tab,,,,,,,oral,18,26,by mouth,1,,6,,hour,,,,,,,,,27,39,every 6 hour,every 6 hours,7,,day,41,54,seven day,1,pain,56,74,as needed for pain
"80 mg orally once daily, in the morning",,,,,,,,,,,80,,mg,0,5,80 mg,oral,6,12,orally,1,,1,,day,,,,,,,,,13,23,once daily,daily,,,,,,,,,,,
?mg Tablets take 1 tablet by mouth as needed,take,12,16,take,1,,tablet,16,22, 1 tab,,,,,,,oral,26,34,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,35,44,as needed
30 mg one tab daily,,,,,1,,tablet,5,13, one tab,30,,mg,0,5,30 mg,,,,,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
7.5mg po twice daily,,,,,,,,,,,7.5,,mg,0,5,7.5mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,20,twice daily,twice daily,,,,,,,,,,,
(Also Known As Reglan) 1 tablet by mouth at the first sign of symptoms as needed for headache,,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,headache,71,93,as needed for headache
350mg by mouth twice daily,,,,,,,,,,,350,,mg,0,5,350mg,oral,6,14,by mouth,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
1 tablet by mouth every 6 hours for five days as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,5,,day,32,44,five day,1,pain,46,64,as needed for pain
once daily by  mouth,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,0,10,once daily,daily,,,,,,,,,,,
2 tablets by mouth every four or six hours as needed for nausea,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,1,,4,6,hour,,,,,,,,,19,41,every four or six hour,every 4-6 hours,,,,,,,1,nausea,43,63,as needed for nausea
800mcg once daily,,,,,,,,,,,800,,mcg,0,6,800mcg,,,,,1,,1,,day,,,,,,,,,7,17,once daily,daily,,,,,,,,,,,
125mg 1 tablet by mouth daily,,,,,1,,tablet,5,11, 1 tab,125,,mg,0,5,125mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,,,,,
175mcg once daily,,,,,,,,,,,175,,mcg,0,6,175mcg,,,,,1,,1,,day,,,,,,,,,7,17,once daily,daily,,,,,,,,,,,
"500mg,1 by mouth daily.",,,,,,,,,,,500,,mg,0,5,500mg,oral,8,16,by mouth,1,,1,,day,,,,,,,,,17,22,daily,daily,,,,,,,,,,,
1 tablet by mouth every morning for 14 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,in the morning,,,,18,31,every morning,daily in the morning,14,,day,32,42,14 day,,,,,
(Also Known As Cleocin) 1 capsule by mouth three times a day for 7 day(s),,,,,1,,capsule,23,33, 1 capsule,,,,,,,oral,34,42,by mouth,3,,1,,day,,,,,,,,,43,60,three times a day,3 times per day,7,,day,61,70,7 day,,,,,
5 milliliters by mouth three times a day for 10 days,,,,,5,,mL,0,12,5 milliliter,,,,,,,oral,14,22,by mouth,3,,1,,day,,,,,,,,,23,40,three times a day,3 times per day,10,,day,41,51,10 day,,,,,
one tab by mouth three times a day,,,,,1,,tablet,0,7,one tab,,,,,,,oral,8,16,by mouth,3,,1,,day,,,,,,,,,17,34,three times a day,3 times per day,,,,,,,,,,,
one tablet daily prn,,,,,1,,tablet,0,7,one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,11,16,daily,daily,,,,,,,1,,17,20,prn
1000 one by mouth daily,,,,,,,,,,,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,,,,,,,,,,,
1 drop in the left eye qid beginning 2 days prior to surgery,,,,,1,,drops dose form,0,6,1 drop,,,,,,,ophthalmic route,13,22, left eye,4,,1,,day,,,,,,,,,23,26,qid,4 times per day,,,,,,,,,,,
(Also Known As Cymbalta) 1 capsule by mouth daily bedtime,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,,,,,44,49,daily,daily,,,,,,,,,,,
20 mg capsule daily,,,,,,,,,,,20,,mg,0,5,20 mg,,,,,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
500 mg three times a day,,,,,,,,,,,500,,mg,0,6,500 mg,,,,,3,,1,,day,,,,,,,,,7,24,three times a day,3 times per day,,,,,,,,,,,
(Also Known As Vitamin D2) 1 capsule by mouth every other week,,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,2,,week,,,,,week,,,,46,62,every other week,every 2 weeks week,,,,,,,,,,,
DR 40 mg one capsule by mouth daily,,,,,1,,capsule,8,20, one capsule,40,,mg,2,8, 40 mg,oral,21,29,by mouth,1,,1,,day,,,,,,,,,30,35,daily,daily,,,,,,,,,,,
apply small amount to affected area three times a day,apply,0,5,apply,,,,,,,,,,,,,topical route,19,35,to affected area,3,,1,,day,,,,,,,,,36,53,three times a day,3 times per day,,,,,,,,,,,
25 mg tablet (Also Known As Tenormin) 1 tablet by mouth daily,,,,,1,,tablet,37,43, 1 tab,25,,mg,0,5,25 mg,oral,47,55,by mouth,1,,1,,day,,,,,,,,,56,61,daily,daily,,,,,,,,,,,
0.3 milligrams intramuscularly one time only as needed for severe allergic reaction,,,,,,,,,,,0.3,,mg,0,13,0.3 milligram,,,,,,,,,,,,,,,,,1,31,44,one time only,once,,,,,,,1,severe allergic reaction,45,83,as needed for severe allergic reaction
(Also Known As Keflex) 1 capsule by mouth every 8 hours for 10 days,,,,,1,,capsule,22,32, 1 capsule,,,,,,,oral,33,41,by mouth,1,,8,,hour,,,,,,,,,42,54,every 8 hour,every 8 hours,10,,day,56,66,10 day,,,,,
1-2 sprays in each nostril as needed,,,,,1,2,spray dose form,0,9,1-2 spray,,,,,,,nasal route,11,26,in each nostril,,,,,,,,,,,,,,,,,,,,,,,,1,,27,36,as needed
10mg one tablet po daily,,,,,1,,tablet,4,12, one tab,10,,mg,0,4,10mg,oral,16,18,po,1,,1,,day,,,,,,,,,19,24,daily,daily,,,,,,,,,,,
take 1 tablet by mouth,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40mg 1 by mouth every day,,,,,,,,,,,40,,mg,0,4,40mg,oral,7,15,by mouth,1,,1,,day,,,,,day,,,,16,25,every day,daily day,,,,,,,,,,,
(Also Known As Neurontin) 1 capsule by mouth every 8 hours as needed for pain,,,,,1,,capsule,25,35, 1 capsule,,,,,,,oral,36,44,by mouth,1,,8,,hour,,,,,,,,,45,57,every 8 hour,every 8 hours,,,,,,,1,pain,59,77,as needed for pain
36 units subcutaneously daily,,,,,,,,,,,,,,,,,subcutaneous route,9,23,subcutaneously,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,,,,,
(Also Known As Risperdal) 1 tablet by mouth every 12 hours,,,,,1,,tablet,25,31, 1 tab,,,,,,,oral,35,43,by mouth,1,,12,,hour,,,,,,,,,44,57,every 12 hour,every 12 hours,,,,,,,,,,,
20mg take 1 tablet once daily,take,5,9,take,1,,tablet,9,15, 1 tab,20,,mg,0,4,20mg,,,,,1,,1,,day,,,,,,,,,19,29,once daily,daily,,,,,,,,,,,
1 by mouth once a day,,,,,,,,,,,,,,,,,oral,2,10,by mouth,1,,1,,day,,,,,,,,,11,21,once a day,daily,,,,,,,,,,,
apply to wounds daily as directed,apply,0,5,apply,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
(Also Known As Hycet) 4 milliliters by mouth every 6 hours for 7 days as needed for pain,,,,,4,,mL,21,34, 4 milliliter,,,,,,,oral,36,44,by mouth,1,,6,,hour,,,,,,,,,45,57,every 6 hour,every 6 hours,7,,day,59,68,7 day,1,pain,70,88,as needed for pain
"50,000 international units 1 capsule by mouth weekly",,,,,1,,capsule,26,36, 1 capsule,,,,,,,oral,37,45,by mouth,1,,1,,week,,,,,,,,,46,52,weekly,every week,,,,,,,,,,,
800 mg tablet 1 tablet by mouth daily,,,,,1,,tablet,13,19, 1 tab,800,,mg,0,6,800 mg,oral,23,31,by mouth,1,,1,,day,,,,,,,,,32,37,daily,daily,,,,,,,,,,,
250/50 twice a day,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,7,18,twice a day,twice daily,,,,,,,,,,,
20mg 1 cap daily,,,,,1,,capsule,4,10, 1 cap,20,,mg,0,4,20mg,,,,,1,,1,,day,,,,,,,,,11,16,daily,daily,,,,,,,,,,,
(Also Known As Zovirax) 1 tablet by mouth every 8 hours for 5 days,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,8,,hour,,,,,,,,,42,54,every 8 hour,every 8 hours,5,,day,56,65,5 day,,,,,
two tab by mouth daily,,,,,2,,tablet,0,7,two tab,,,,,,,oral,8,16,by mouth,1,,1,,day,,,,,,,,,17,22,daily,daily,,,,,,,,,,,
20 milliliters by mouth every morning,,,,,20,,mL,0,13,20 milliliter,,,,,,,oral,15,23,by mouth,1,,1,,day,,,,,in the morning,,,,24,37,every morning,daily in the morning,,,,,,,,,,,
30 mg by mouth once a day,,,,,,,,,,,30,,mg,0,5,30 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,25,once a day,daily,,,,,,,,,,,
twice daily both eyes,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,0,11,twice daily,twice daily,,,,,,,,,,,
7.5mg once daily by mouth,,,,,,,,,,,7.5,,mg,0,5,7.5mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,6,16,once daily,daily,,,,,,,,,,,
2000units po daily,,,,,,,,,,,,,,,,,oral,10,12,po,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
"take 17 gram mixed with 6-8 oz. water, juice, or sports drink by oral route once to twice daily",take,0,4,take,,,,,,,17,,g,4,12, 17 gram,oral,65,69,oral,2,,1,,day,,,,,,,,,84,95,twice daily,twice daily,,,,,,,,,,,
(Also Known As Cipro) 1 tablet by mouth twice a day for 2 days,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,2,,1,,day,,,,,,,,,40,51,twice a day,twice daily,2,,day,52,61,2 day,,,,,
4 milliliters (400 mg) by mouth twice a day,,,,,4,,mL,0,12,4 milliliter,400,,mg,13,21, (400 mg,oral,23,31,by mouth,2,,1,,day,,,,,,,,,32,43,twice a day,twice daily,,,,,,,,,,,
one tablet po as needed,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,13,po,,,,,,,,,,,,,,,,,,,,,,,,1,,14,23,as needed
60 mg orally at bedtime,,,,,,,,,,,60,,mg,0,5,60 mg,oral,6,12,orally,1,,,,,,,,,bedtime,,,,13,23,at bedtime, bedtime,,,,,,,,,,,
apply a thin layer to the affected area(s) by topical route 2 times per day x 2-3 weeks,apply,0,5,apply,,,,,,,,,,,,,topical route,46,53,topical,2,,1,,day,,,,,,,,,60,75,2 times per day,twice daily,2,3,week,76,86,2-3 week,,,,,
1-2 tablets by mouth q4-6 hours for 5 days as needed for pain,,,,,1,2,tablet,0,7,1-2 tab,,,,,,,oral,12,20,by mouth,1,,4,6,hour,,,,,,,,,21,30,q4-6 hour,every 4-6 hours,5,,day,32,41,5 day,1,pain,43,61,as needed for pain
one tablet by mouth daily as needed and directed,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,19,by mouth,1,,1,,day,,,,,,,,,20,25,daily,daily,,,,,,,1,and directed,26,48,as needed and directed
0.25 mg one tablet by mouth daily,,,,,1,,tablet,7,15, one tab,0.25,,mg,0,7,0.25 mg,oral,19,27,by mouth,1,,1,,day,,,,,,,,,28,33,daily,daily,,,,,,,,,,,
50 mg  1 tablet by mouth daily,,,,,1,,tablet,5,12,  1 tab,50,,mg,0,5,50 mg,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
45 units subcutaneously twice a day,,,,,,,,,,,,,,,,,subcutaneous route,9,23,subcutaneously,2,,1,,day,,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,
20 mg 2 tabs daily,,,,,2,,tablet,5,11, 2 tab,20,,mg,0,5,20 mg,,,,,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
"100mg, Once per day at bedtime",,,,,,,,,,,100,,mg,0,5,100mg,,,,,1,,,,,,,,,bedtime,,,,20,30,at bedtime, bedtime,,,,,,,,,,,
(Also Known As Zanaflex) 1-2 tablets by mouth every evening at bedtime as needed,,,,,1,2,tablet,24,32, 1-2 tab,,,,,,,oral,37,45,by mouth,1,,1,,day,,,,,in the evening,,,,46,59,every evening,daily in the evening,,,,,,,1,,71,80,as needed
one table by mouth daily,,,,,1,,tablet,0,7,one tab,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,,,,,19,24,daily,daily,,,,,,,,,,,
275 MG orally every 6 hours as needed for pain or fever,,,,,,,,,,,275,,mg,0,6,275 MG,oral,7,13,orally,1,,6,,hour,,,,,,,,,14,26,every 6 hour,every 6 hours,,,,,,,1,pain or fever,28,55,as needed for pain or fever
600mg 1 po three times daily,,,,,,,,,,,600,,mg,0,5,600mg,oral,8,10,po,3,,1,,day,,,,,,,,,11,28,three times daily,3 times per day,,,,,,,,,,,
"75mg, 1 tablet by mouth daily",,,,,1,,tablet,5,11, 1 tab,75,,mg,0,4,75mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,,,,,
1 tablet by mouth every 8 hours for 30 day(s),,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,8,,hour,,,,,,,,,18,30,every 8 hour,every 8 hours,30,,day,32,42,30 day,,,,,
once or twice daily,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,8,19,twice daily,twice daily,,,,,,,,,,,
use as directed with albuterol inhaler,use,0,3,use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,as directed,,,,,,,,,,,,
100mg 1 tablet by mouth daily as needed,,,,,1,,tablet,5,11, 1 tab,100,,mg,0,5,100mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,1,,30,39,as needed
1 tablet by mouth twice a day for 30 day(s) as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,29,twice a day,twice daily,30,,day,30,40,30 day,1,,44,53,as needed
(Also Known As Mobic) 1 tablet by mouth daily as needed for arthritis,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,1,,day,,,,,,,,,40,45,daily,daily,,,,,,,1,arthritis,46,69,as needed for arthritis
1 tablet by mouth every 4 hours as needed for abdominal pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,4,,hour,,,,,,,,,18,30,every 4 hour,every 4 hours,,,,,,,1,abdominal pain,32,60,as needed for abdominal pain
200 MG orally every 24 hours,,,,,,,,,,,200,,mg,0,6,200 MG,oral,7,13,orally,1,,24,,hour,,,,,,,,,14,27,every 24 hour,every 24 hours,,,,,,,,,,,
(Also Known As Alphagan P) 1 drop in the right eye twice a day,,,,,1,,drops dose form,26,33, 1 drop,,,,,,,ophthalmic route,40,50, right eye,2,,1,,day,,,,,,,,,51,62,twice a day,twice daily,,,,,,,,,,,
800 mg three times a day,,,,,,,,,,,800,,mg,0,6,800 mg,,,,,3,,1,,day,,,,,,,,,7,24,three times a day,3 times per day,,,,,,,,,,,
(Also Known As Lipitor) 1 tablet by mouth every other day,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,2,,day,,,,,day,,,,42,57,every other day,every 2 days day,,,,,,,,,,,
"take 3 by mouth daily for 5 days, then 2 by mouth daily for 5 days, then 1 by mouth daily for 4 days",take,0,4,take,,,,,,,,,,,,,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,5,,day,22,31,5 day,,,,,
(Also Known As Glucovance) 2 tablets by mouth twice a day,,,,,2,,tablet,26,32, 2 tab,,,,,,,oral,37,45,by mouth,2,,1,,day,,,,,,,,,46,57,twice a day,twice daily,,,,,,,,,,,
"40mg, Twice per day ",,,,,,,,,,,40,,mg,0,4,40mg,,,,,2,,1,,day,,,,,,,,,6,19,Twice per day,twice daily,,,,,,,,,,,
25 mg orally qpm,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,12,orally,1,,1,,day,,,,,in the afternoon,,,,13,16,qpm,daily in the afternoon,,,,,,,,,,,
40mg 1 capsule by mouth once a day,,,,,1,,capsule,4,14, 1 capsule,40,,mg,0,4,40mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,34,once a day,daily,,,,,,,,,,,
1 tablet by mouth twice daily with food,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,29,twice daily,twice daily,,,,,,,,,,,
150mg IM q 3 months,,,,,,,,,,,150,,mg,0,5,150mg,,,,,1,,3,,month,,,,,,,,,9,18,q 3 month,every 3 months,,,,,,,,,,,
2 puffs from the inhaler every 6 hours for 30 day(s) as needed for cough,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,1,,6,,hour,,,,,,,,,25,37,every 6 hour,every 6 hours,30,,day,39,49,30 day,1,cough,53,72,as needed for cough
2.5 mg 1 tablet by mouth twice daily,,,,,1,,tablet,6,12, 1 tab,2.5,,mg,0,6,2.5 mg,oral,16,24,by mouth,2,,1,,day,,,,,,,,,25,36,twice daily,twice daily,,,,,,,,,,,
10/12.5mg 1 tab by mouth daily,,,,,1,,tablet,9,15, 1 tab,10/12.5,,mg,0,9,10/12.5mg,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
1200 mg one orally daily,,,,,,,,,,,1200,,mg,0,7,1200 mg,oral,12,18,orally,1,,1,,day,,,,,,,,,19,24,daily,daily,,,,,,,,,,,
40mg oral twice daily,,,,,,,,,,,40,,mg,0,4,40mg,oral,5,9,oral,2,,1,,day,,,,,,,,,10,21,twice daily,twice daily,,,,,,,,,,,
60 mg tab orally once daily,,,,,,,,,,,60,,mg,0,5,60 mg,oral,10,16,orally,1,,1,,day,,,,,,,,,17,27,once daily,daily,,,,,,,,,,,
25mg 2 times daily,,,,,,,,,,,25,,mg,0,4,25mg,,,,,2,,1,,day,,,,,,,,,5,18,2 times daily,twice daily,,,,,,,,,,,
(Also Known As Vitamin D3) 2 capsules by mouth daily,,,,,2,,capsule,26,36, 2 capsule,,,,,,,oral,38,46,by mouth,1,,1,,day,,,,,,,,,47,52,daily,daily,,,,,,,,,,,
(Also Known As Vitamin B-1) 1 tablet by mouth daily for 30 day(s),,,,,1,,tablet,27,33, 1 tab,,,,,,,oral,37,45,by mouth,1,,1,,day,,,,,,,,,46,51,daily,daily,30,,day,52,62,30 day,,,,,
20mg PO daily (home med),,,,,,,,,,,20,,mg,0,4,20mg,oral,5,7,PO,1,,1,,day,,,,,,,,,8,13,daily,daily,,,,,,,,,,,
once every morning,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,in the morning,,,,5,18,every morning,daily in the morning,,,,,,,,,,,
10mg four times a day,,,,,,,,,,,10,,mg,0,4,10mg,,,,,4,,1,,day,,,,,,,,,5,21,four times a day,4 times per day,,,,,,,,,,,
7.5 milliliters (600 mg) by mouth twice a day for 10 days as needed,,,,,7.5,,mL,0,14,7.5 milliliter,600,,mg,15,23, (600 mg,oral,25,33,by mouth,2,,1,,day,,,,,,,,,34,45,twice a day,twice daily,10,,day,46,56,10 day,1,,58,67,as needed
10 mg 1/2 tablet daily,,,,,1/2,,tablet,5,13, 1/2 tab,10,,mg,0,5,10 mg,,,,,1,,1,,day,,,,,,,,,17,22,daily,daily,,,,,,,,,,,
(Also Known As Keppra XR) 3 tablets by mouth twice a day,,,,,3,,tablet,25,31, 3 tab,,,,,,,oral,36,44,by mouth,2,,1,,day,,,,,,,,,45,56,twice a day,twice daily,,,,,,,,,,,
70 units subcutaneously every evening at bedtime,,,,,,,,,,,,,,,,,subcutaneous route,9,23,subcutaneously,1,,1,,day,,,,,in the evening,,,,24,37,every evening,daily in the evening,,,,,,,,,,,
orally at bedtime,,,,,,,,,,,,,,,,,oral,0,6,orally,1,,,,,,,,,bedtime,,,,7,17,at bedtime, bedtime,,,,,,,,,,,
50mg 1 tablet daily by mouth,,,,,1,,tablet,4,10, 1 tab,50,,mg,0,4,50mg,oral,20,28,by mouth,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
200 mg 2 tablets by mouth daily,,,,,2,,tablet,6,12, 2 tab,200,,mg,0,6,200 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,31,daily,daily,,,,,,,,,,,
400 units one by mouth daily,,,,,,,,,,,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
"drink 1st half day prior 4-6pm, 2nd half day of procedure 5hrs before leaving home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,000 mcg one by mouth daily",,,,,,,,,,,1000,,mcg,0,9,"1,000 mcg",oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
12.5mg tablet by mouth daily,,,,,,,,,,,12.5,,mg,0,6,12.5mg,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
(Also Known As Diastat AcuDial) 5 milligrams into the rectum as directed one time only as needed for tonic clonic seizures lasting more than 5 minutes,,,,,,,,,,,5,,mg,31,43, 5 milligram,rectal route,45,60,into the rectum,,,,,,,,,,,,,1,73,86,one time only,once,,,,,,,1,tonic clonic seizures lasting more than 5 minutes,87,150,as needed for tonic clonic seizures lasting more than 5 minutes
20 g orally every 4 hours,,,,,,,,,,,20,,g,0,4,20 g,oral,5,11,orally,1,,4,,hour,,,,,,,,,12,24,every 4 hour,every 4 hours,,,,,,,,,,,
10 mg 4 times daily,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,4,,1,,day,,,,,,,,,6,19,4 times daily,4 times per day,,,,,,,,,,,
1 tablet by mouth every 6 hours for 10 days as needed for pain/cramping,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,10,,day,32,42,10 day,1,pain,44,62,as needed for pain
