original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
1 TABLET BY MOUTH DAILY FOR 5 DAYS AS NEEDED FOR HEADACHE,1 tablet by mouth daily for 5 days as needed for headache,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,5,,day,24,33,5 day,1,headache,35,57,as needed for headache
1 TABLET BY MOUTH DAILY FOR 5 MONTHS,1 tablet by mouth daily for 5 months,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,5,,month,24,35,5 month,,,,,
1 TABLET BY MOUTH DAILY FOR 56 DAYS,1 tablet by mouth daily for 56 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,56,,day,24,34,56 day,,,,,
1 TABLET BY MOUTH DAILY FOR 6 DAY(S),1 tablet by mouth daily for 6 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,6,,day,24,33,6 day,,,,,
1 TABLET BY MOUTH DAILY FOR 6 DAYS,1 tablet by mouth daily for 6 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,6,,day,24,33,6 day,,,,,
1 TABLET BY MOUTH DAILY FOR 6 MONTHS,1 tablet by mouth daily for 6 months,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,6,,month,24,35,6 month,,,,,
1 TABLET BY MOUTH DAILY FOR 6 WEEKS,1 tablet by mouth daily for 6 weeks,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,6,,week,24,34,6 week,,,,,
1 TABLET BY MOUTH DAILY FOR 60 DAY(S),1 tablet by mouth daily for 60 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,60,,day,24,34,60 day,,,,,
1 TABLET BY MOUTH DAILY FOR 60 DAYS,1 tablet by mouth daily for 60 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,60,,day,24,34,60 day,,,,,
1 TABLET BY MOUTH DAILY FOR 63 DAYS,1 tablet by mouth daily for 63 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,63,,day,24,34,63 day,,,,,
1 TABLET BY MOUTH DAILY FOR 7 DAY(S),1 tablet by mouth daily for 7 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,7,,day,24,33,7 day,,,,,
1 TABLET BY MOUTH DAILY FOR 7 DAYS,1 tablet by mouth daily for 7 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,7,,day,24,33,7 day,,,,,
1 TABLET BY MOUTH DAILY FOR 8 DAYS,1 tablet by mouth daily for 8 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,8,,day,24,33,8 day,,,,,
1 TABLET BY MOUTH DAILY FOR 8 WEEKS,1 tablet by mouth daily for 8 weeks,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,8,,week,24,34,8 week,,,,,
1 TABLET BY MOUTH DAILY FOR 84 DAY(S),1 tablet by mouth daily for 84 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,84,,day,24,34,84 day,,,,,
1 TABLET BY MOUTH DAILY FOR 84 DAYS,1 tablet by mouth daily for 84 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,84,,day,24,34,84 day,,,,,
1 TABLET BY MOUTH DAILY FOR 9 DAYS,1 tablet by mouth daily for 9 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,9,,day,24,33,9 day,,,,,
1 TABLET BY MOUTH DAILY FOR 90 DAY(S),1 tablet by mouth daily for 90 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,90,,day,24,34,90 day,,,,,
1 TABLET BY MOUTH DAILY FOR 90 DAYS,1 tablet by mouth daily for 90 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,90,,day,24,34,90 day,,,,,
1 TABLET BY MOUTH DAILY FOR 91 DAY(S),1 tablet by mouth daily for 91 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,91,,day,24,34,91 day,,,,,
1 TABLET BY MOUTH DAILY FOR 91 DAYS,1 tablet by mouth daily for 91 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,91,,day,24,34,91 day,,,,,
1 TABLET BY MOUTH DAILY FOR EIGHTY-FOUR DAYS,1 tablet by mouth daily for eighty-four days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DAILY FOR FIVE DAYS,1 tablet by mouth daily for five days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,5,,day,24,36,five day,,,,,
1 TABLET BY MOUTH DAILY FOR FOURTEEN DAYS,1 tablet by mouth daily for fourteen days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,18,,day,24,40,fourteen day,,,,,
1 TABLET BY MOUTH DAILY FOR NINETY DAY(S),1 tablet by mouth daily for ninety days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DAILY FOR ONE HUNDRED DAYS,1 tablet by mouth daily for one hundred days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DAILY FOR ONE TIME ONLY,1 tablet by mouth daily for one time only,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,,,,,,,,,,,,1,28,41,one time only,once,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DAILY FOR SEVEN DAYS,1 tablet by mouth daily for seven days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,7,,day,24,37,seven day,,,,,
1 TABLET BY MOUTH DAILY FOR SIX DAYS,1 tablet by mouth daily for six days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,6,,day,24,35,six day,,,,,
1 TABLET BY MOUTH DAILY FOR SIX MONTHS,1 tablet by mouth daily for six months,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,6,,month,24,37,six month,,,,,
1 TABLET BY MOUTH DAILY FOR SIXTY DAYS,1 tablet by mouth daily for sixty days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DAILY FOR TEN DAYS,1 tablet by mouth daily for ten days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,10,,day,24,35,ten day,,,,,
1 TABLET BY MOUTH DAILY FOR THIRTY DAY(S),1 tablet by mouth daily for thirty days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,30,,day,24,38,thirty day,,,,,
1 TABLET BY MOUTH DAILY FOR THREE DAY(S),1 tablet by mouth daily for three days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,3,,day,24,37,three day,,,,,
1 TABLET BY MOUTH DAILY FOR THREE DAYS,1 tablet by mouth daily for three days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,3,,day,24,37,three day,,,,,
1 TABLET BY MOUTH DAILY FOR TWENTY DAYS,1 tablet by mouth daily for twenty days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,20,,day,24,38,twenty day,,,,,
1 TABLET BY MOUTH DAILY FOR TWENTY-EIGHT DAY(S),1 tablet by mouth daily for twenty-eight days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,28,,day,24,44,twenty-eight day,,,,,
1 TABLET BY MOUTH DAILY FOR TWENTY-EIGHT DAYS,1 tablet by mouth daily for twenty-eight days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,28,,day,24,44,twenty-eight day,,,,,
1 TABLET BY MOUTH DAILY FOR TWENTY-ONE DAY(S),1 tablet by mouth daily for twenty-one days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,21,,day,24,42,twenty-one day,,,,,
1 TABLET BY MOUTH DAILY FOR TWENTY-ONE DAYS,1 tablet by mouth daily for twenty-one days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,21,,day,24,42,twenty-one day,,,,,
1 TABLET BY MOUTH DAILY FOR TWO DAYS,1 tablet by mouth daily for two days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,2,,day,24,35,two day,,,,,
1 TABLET BY MOUTH DAILY IN THE MORNING,1 tablet by mouth daily in the morning,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,in the morning,24,38,in the morning,,,,,,,,,,,
1 TABLET BY MOUTH DAILY ON AN EMPTY STOMACH,1 tablet by mouth daily on an empty stomach,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DAILY OTC,1 tablet by mouth daily otc,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DAILY PRN,1 tablet by mouth daily prn,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,1,,24,27,prn
1 TABLET BY MOUTH DAILY WITH FOOD,1 tablet by mouth daily with food,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DAILY WITH LARGEST MEAL,1 tablet by mouth daily with largest meal,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
"1 TABLET BY MOUTH DAILY, AS INSTRUCTED",1 tablet by mouth daily as instructed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH DIALY,1 tablet by mouth dialy,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TABLET BY MOUTH EACH MORNING,1 tablet by mouth each morning,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,30,each morning,daily,,,,,,,,,,,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS,1 tablet by mouth every 12 hours,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS AS NEEDED,1 tablet by mouth every 12 hours as needed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,1,,33,42,as needed
1 TABLET BY MOUTH EVERY 12 HOURS AS NEEDED FOR ANXIETY,1 tablet by mouth every 12 hours as needed for anxiety,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,1,anxiety,33,54,as needed for anxiety
1 TABLET BY MOUTH EVERY 12 HOURS AS NEEDED FOR CONSTIPATION,1 tablet by mouth every 12 hours as needed for constipation,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,1,constipation,33,59,as needed for constipation
1 TABLET BY MOUTH EVERY 12 HOURS AS NEEDED FOR HEADACHE,1 tablet by mouth every 12 hours as needed for headache,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,1,headache,33,55,as needed for headache
1 TABLET BY MOUTH EVERY 12 HOURS AS NEEDED FOR MUSCLE SPASMS,1 tablet by mouth every 12 hours as needed for muscle spasms,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,1,muscle spasm,33,60,as needed for muscle spasms
1 TABLET BY MOUTH EVERY 12 HOURS AS NEEDED FOR NAUSEA,1 tablet by mouth every 12 hours as needed for nausea,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,1,nausea,33,53,as needed for nausea
1 TABLET BY MOUTH EVERY 12 HOURS AS NEEDED FOR PAIN,1 tablet by mouth every 12 hours as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,,,,,,,1,pain,33,51,as needed for pain
1 TABLET BY MOUTH EVERY 12 HOURS FOR 10 DAY(S),1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,10,,day,33,43,10 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 10 DAY(S) AS NEEDED FOR CONGESTION,1 tablet by mouth every 12 hours for 10 days as needed for congestion,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,10,,day,33,43,10 day,1,congestion,45,69,as needed for congestion
1 TABLET BY MOUTH EVERY 12 HOURS FOR 10 DAYS,1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,10,,day,33,43,10 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 10 DAYS AS NEEDED FOR COUGH/COLD,1 tablet by mouth every 12 hours for 10 days as needed for cough/cold,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,10,,day,33,43,10 day,1,"cough,cold",45,69,as needed for cough/cold
1 TABLET BY MOUTH EVERY 12 HOURS FOR 10 DAYS AS NEEDED FOR PAIN,1 tablet by mouth every 12 hours for 10 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,10,,day,33,43,10 day,1,pain,45,63,as needed for pain
1 TABLET BY MOUTH EVERY 12 HOURS FOR 12 DAYS,1 tablet by mouth every 12 hours for 12 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,12,,day,33,43,12 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 14 DAYS,1 tablet by mouth every 12 hours for 14 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,14,,day,33,43,14 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 14 DAYS AS NEEDED FOR MUSCLE SPASMS,1 tablet by mouth every 12 hours for 14 days as needed for muscle spasms,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,14,,day,33,43,14 day,1,muscle spasm,45,72,as needed for muscle spasms
1 TABLET BY MOUTH EVERY 12 HOURS FOR 14 DAYS AS NEEDED FOR NAUSEA,1 tablet by mouth every 12 hours for 14 days as needed for nausea,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,14,,day,33,43,14 day,1,nausea,45,65,as needed for nausea
1 TABLET BY MOUTH EVERY 12 HOURS FOR 14 DAYS AS NEEDED FOR PAIN,1 tablet by mouth every 12 hours for 14 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,14,,day,33,43,14 day,1,pain,45,63,as needed for pain
1 TABLET BY MOUTH EVERY 12 HOURS FOR 15 DAY(S),1 tablet by mouth every 12 hours for 15 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,15,,day,33,43,15 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 2 DAYS,1 tablet by mouth every 12 hours for 2 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,2,,day,33,42,2 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 21 DAYS,1 tablet by mouth every 12 hours for 21 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,21,,day,33,43,21 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 3 DAYS,1 tablet by mouth every 12 hours for 3 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,3,,day,33,42,3 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 3 DAYS AS NEEDED FOR PAIN,1 tablet by mouth every 12 hours for 3 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,3,,day,33,42,3 day,1,pain,44,62,as needed for pain
1 TABLET BY MOUTH EVERY 12 HOURS FOR 30 DAY(S),1 tablet by mouth every 12 hours for 30 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,30,,day,33,43,30 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 4 DAYS,1 tablet by mouth every 12 hours for 4 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,4,,day,33,42,4 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 5 DAYS,1 tablet by mouth every 12 hours for 5 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,5,,day,33,42,5 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 5 DAYS AS NEEDED FOR PAIN,1 tablet by mouth every 12 hours for 5 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,5,,day,33,42,5 day,1,pain,44,62,as needed for pain
1 TABLET BY MOUTH EVERY 12 HOURS FOR 6 DAYS,1 tablet by mouth every 12 hours for 6 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,6,,day,33,42,6 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 6 WEEKS,1 tablet by mouth every 12 hours for 6 weeks,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,6,,week,33,43,6 week,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 60 DAYS,1 tablet by mouth every 12 hours for 60 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,60,,day,33,43,60 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 7 DAY(S),1 tablet by mouth every 12 hours for 7 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,7,,day,33,42,7 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 7 DAYS,1 tablet by mouth every 12 hours for 7 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,7,,day,33,42,7 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 7 DAYS AS NEEDED,1 tablet by mouth every 12 hours for 7 days as needed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,7,,day,33,42,7 day,1,,44,53,as needed
1 TABLET BY MOUTH EVERY 12 HOURS FOR 7 DAYS AS NEEDED FOR PAIN,1 tablet by mouth every 12 hours for 7 days as needed for pain,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,7,,day,33,42,7 day,1,pain,44,62,as needed for pain
1 TABLET BY MOUTH EVERY 12 HOURS FOR 8 DAYS,1 tablet by mouth every 12 hours for 8 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,8,,day,33,42,8 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 9 DAYS,1 tablet by mouth every 12 hours for 9 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,9,,day,33,42,9 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR 90 DAY(S),1 tablet by mouth every 12 hours for 90 days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,90,,day,33,43,90 day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR FIVE DAYS,1 tablet by mouth every 12 hours for five days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,5,,day,33,45,five day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR FOURTEEN DAYS,1 tablet by mouth every 12 hours for fourteen days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,18,,day,33,49,fourteen day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR SEVEN DAYS,1 tablet by mouth every 12 hours for seven days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,7,,day,33,46,seven day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR SEVEN DAYS AS NEEDED,1 tablet by mouth every 12 hours for seven days as needed,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,7,,day,33,46,seven day,1,,48,57,as needed
1 TABLET BY MOUTH EVERY 12 HOURS FOR TEN DAYS,1 tablet by mouth every 12 hours for ten days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,10,,day,33,44,ten day,,,,,
1 TABLET BY MOUTH EVERY 12 HOURS FOR THREE DAYS,1 tablet by mouth every 12 hours for three days,,,,,1,,tablet,0,8,1 tablet,,,,,,,by mouth,9,17,by mouth,1,,12,,hour,,,,,,,,18,31,every 12 hour,every 12 hours,,,,,3,,day,33,46,three day,,,,,
